,num,date_time,kWH,C,m/s,wet,mm,hr,non_electric_aircondition,sunlight,time_idx,Week,24Hour
114240,57,2020-06-01 00:00:00,2401.92,19.5,1.9,89.0,0.0,0.0,1,0,0,1,0
114241,57,2020-06-01 01:00:00,2472.336,19.3,1.7,93.0,0.0,0.0,1,0,1,1,1
114242,57,2020-06-01 02:00:00,2430.432,19.2,1.6,94.0,0.0,0.0,1,0,2,1,2
114243,57,2020-06-01 03:00:00,2415.744,19.1,1.0,96.0,0.0,0.0,1,0,3,1,3
114244,57,2020-06-01 04:00:00,2410.128,18.6,0.5,98.0,0.0,0.0,1,0,4,1,4
114245,57,2020-06-01 05:00:00,2351.808,18.6,0.6,97.0,0.0,0.0,1,0,5,1,5
114246,57,2020-06-01 06:00:00,1717.2,18.7,0.9,96.0,0.0,0.0,1,0,6,1,6
114247,57,2020-06-01 07:00:00,1739.664,18.9,0.4,95.0,0.0,0.0,1,0,7,1,7
114248,57,2020-06-01 08:00:00,2100.384,19.6,0.7,91.0,0.0,0.0,1,0,8,1,8
114249,57,2020-06-01 09:00:00,2567.376,20.1,1.2,88.0,0.0,0.1,1,0,9,1,9
114250,57,2020-06-01 10:00:00,2051.568,20.9,0.9,78.0,0.0,0.1,1,0,10,1,10
114251,57,2020-06-01 11:00:00,2048.112,23.1,1.2,64.0,0.0,1.0,1,0,11,1,11
114252,57,2020-06-01 12:00:00,2804.112,23.5,1.8,52.0,0.0,1.0,1,0,12,1,12
114253,57,2020-06-01 13:00:00,2331.504,25.2,1.5,43.0,0.0,1.0,1,0,13,1,13
114254,57,2020-06-01 14:00:00,2388.96,25.5,2.2,39.0,0.0,1.0,1,0,14,1,14
114255,57,2020-06-01 15:00:00,2353.968,25.9,2.3,33.0,0.0,1.0,1,0,15,1,15
114256,57,2020-06-01 16:00:00,2933.28,25.4,2.0,27.0,0.0,1.0,1,0,16,1,16
114257,57,2020-06-01 17:00:00,2826.576,24.9,2.7,28.0,0.0,1.0,1,0,17,1,17
114258,57,2020-06-01 18:00:00,2532.8160000000007,24.5,1.7,25.0,0.0,1.0,1,0,18,1,18
114259,57,2020-06-01 19:00:00,2319.408,22.7,1.1,43.0,0.0,0.7,1,0,19,1,19
114260,57,2020-06-01 20:00:00,2230.848,21.0,1.8,47.0,0.0,0.2,1,0,20,1,20
114261,57,2020-06-01 21:00:00,2116.8,19.4,0.6,56.0,0.0,0.0,1,0,21,1,21
114262,57,2020-06-01 22:00:00,1927.584,18.7,0.8,58.0,0.0,0.0,1,0,22,1,22
114263,57,2020-06-01 23:00:00,1822.176,18.3,0.3,64.0,0.0,0.0,1,0,23,1,23
114264,57,2020-06-02 00:00:00,2460.672,17.6,0.6,69.0,0.0,0.0,1,0,24,2,0
114265,57,2020-06-02 01:00:00,2488.32,16.6,0.3,76.0,0.0,0.0,1,0,25,2,1
114266,57,2020-06-02 02:00:00,2453.76,16.2,0.7,69.0,0.0,0.0,1,0,26,2,2
114267,57,2020-06-02 03:00:00,2422.656,15.5,0.7,71.0,0.0,0.0,1,0,27,2,3
114268,57,2020-06-02 04:00:00,2412.72,14.9,0.7,87.0,0.0,0.0,1,0,28,2,4
114269,57,2020-06-02 05:00:00,2343.168,14.4,1.1,92.0,0.0,0.0,1,0,29,2,5
114270,57,2020-06-02 06:00:00,1683.936,14.8,0.4,90.0,0.0,0.0,1,0,30,2,6
114271,57,2020-06-02 07:00:00,1680.0479999999998,15.6,0.2,82.0,0.0,0.1,1,0,31,2,7
114272,57,2020-06-02 08:00:00,2001.024,17.4,0.2,68.0,0.0,0.5,1,0,32,2,8
114273,57,2020-06-02 09:00:00,2494.8,20.2,0.6,53.0,0.0,1.0,1,0,33,2,9
114274,57,2020-06-02 10:00:00,2115.072,22.1,1.0,41.0,0.0,1.0,1,0,34,2,10
114275,57,2020-06-02 11:00:00,2109.024,25.6,2.8,36.0,0.0,1.0,1,0,35,2,11
114276,57,2020-06-02 12:00:00,2904.336,26.3,2.4,31.0,0.0,0.9,1,0,36,2,12
114277,57,2020-06-02 13:00:00,2595.024,26.6,2.2,24.0,0.0,1.0,1,0,37,2,13
114278,57,2020-06-02 14:00:00,2595.456,27.2,1.3,24.0,0.0,0.5,1,0,38,2,14
114279,57,2020-06-02 15:00:00,2547.072,27.6,1.7,28.0,0.0,0.6,1,0,39,2,15
114280,57,2020-06-02 16:00:00,3181.248,26.7,3.1,36.0,0.0,0.8,1,0,40,2,16
114281,57,2020-06-02 17:00:00,2973.456,26.0,5.9,49.0,0.0,0.5,1,0,41,2,17
114282,57,2020-06-02 18:00:00,2585.088,24.7,2.9,53.0,0.0,1.0,1,0,42,2,18
114283,57,2020-06-02 19:00:00,2376.432,23.3,2.9,61.0,0.0,0.4,1,0,43,2,19
114284,57,2020-06-02 20:00:00,2311.2,22.3,3.2,72.0,0.0,0.0,1,0,44,2,20
114285,57,2020-06-02 21:00:00,2140.128,21.2,3.1,79.0,0.0,0.0,1,0,45,2,21
114286,57,2020-06-02 22:00:00,1961.712,20.3,1.8,83.0,0.0,0.0,1,0,46,2,22
114287,57,2020-06-02 23:00:00,1861.92,19.7,1.0,87.0,0.0,0.0,1,0,47,2,23
114288,57,2020-06-03 00:00:00,2501.28,19.9,1.7,85.0,0.0,0.0,1,0,48,3,0
114289,57,2020-06-03 01:00:00,2530.224,19.8,1.1,83.0,0.0,0.0,1,0,49,3,1
114290,57,2020-06-03 02:00:00,2503.008,20.2,0.4,79.0,0.0,0.0,1,0,50,3,2
114291,57,2020-06-03 03:00:00,2473.2,19.9,1.5,84.0,0.0,0.0,1,0,51,3,3
114292,57,2020-06-03 04:00:00,2450.736,18.8,0.7,93.0,0.0,0.0,1,0,52,3,4
114293,57,2020-06-03 05:00:00,2394.144,18.3,0.0,96.0,0.0,0.0,1,0,53,3,5
114294,57,2020-06-03 06:00:00,1748.736,18.7,0.1,96.0,0.0,0.0,1,0,54,3,6
114295,57,2020-06-03 07:00:00,1723.68,19.4,0.0,95.0,0.0,0.0,1,0,55,3,7
114296,57,2020-06-03 08:00:00,2034.72,20.2,0.2,92.0,0.0,0.0,1,0,56,3,8
114297,57,2020-06-03 09:00:00,2580.336,20.6,1.2,91.0,0.0,0.0,1,0,57,3,9
114298,57,2020-06-03 10:00:00,2251.152,21.6,1.0,86.0,0.0,0.0,1,0,58,3,10
114299,57,2020-06-03 11:00:00,2253.312,22.6,0.7,86.0,0.0,0.0,1,0,59,3,11
114300,57,2020-06-03 12:00:00,2971.728,24.6,0.4,80.0,0.0,0.0,1,0,60,3,12
114301,57,2020-06-03 13:00:00,2633.9040000000005,24.8,0.5,75.0,0.0,0.0,1,0,61,3,13
114302,57,2020-06-03 14:00:00,2668.896,25.6,1.4,74.0,0.0,0.3,1,0,62,3,14
114303,57,2020-06-03 15:00:00,2702.592,26.7,3.0,66.0,0.0,0.7,1,0,63,3,15
114304,57,2020-06-03 16:00:00,3360.96,27.9,3.0,65.0,0.0,0.7,1,0,64,3,16
114305,57,2020-06-03 17:00:00,3292.272,27.4,3.6,60.0,0.0,0.9,1,0,65,3,17
114306,57,2020-06-03 18:00:00,2763.504000000001,25.4,2.8,73.0,0.0,1.0,1,0,66,3,18
114307,57,2020-06-03 19:00:00,2490.48,24.2,4.0,80.0,0.0,0.0,1,0,67,3,19
114308,57,2020-06-03 20:00:00,2376.432,24.0,1.9,77.0,0.0,0.0,1,0,68,3,20
114309,57,2020-06-03 21:00:00,2274.048,23.8,2.3,81.0,0.0,0.0,1,0,69,3,21
114310,57,2020-06-03 22:00:00,2102.976,23.2,2.7,88.0,0.0,0.0,1,0,70,3,22
114311,57,2020-06-03 23:00:00,1973.376,22.5,3.1,94.0,0.0,0.0,1,0,71,3,23
114312,57,2020-06-04 00:00:00,2601.072,21.9,2.9,96.0,0.0,0.0,1,0,72,4,0
114313,57,2020-06-04 01:00:00,2605.824,21.8,1.2,96.0,0.0,0.0,1,0,73,4,1
114314,57,2020-06-04 02:00:00,2565.216,21.5,2.4,95.0,0.0,0.0,1,0,74,4,2
114315,57,2020-06-04 03:00:00,2521.152,21.3,3.3,94.0,0.0,0.0,1,0,75,4,3
114316,57,2020-06-04 04:00:00,2518.128,20.5,2.5,96.0,0.0,0.0,1,0,76,4,4
114317,57,2020-06-04 05:00:00,2471.472,20.3,2.5,96.0,0.0,0.0,1,0,77,4,5
114318,57,2020-06-04 06:00:00,1824.768,20.5,2.1,96.0,0.0,0.0,1,0,78,4,6
114319,57,2020-06-04 07:00:00,1788.0479999999998,21.3,1.3,91.0,0.0,0.0,1,0,79,4,7
114320,57,2020-06-04 08:00:00,2167.776,22.0,1.1,84.0,0.0,0.3,1,0,80,4,8
114321,57,2020-06-04 09:00:00,2859.84,23.4,0.9,76.0,0.0,0.9,1,0,81,4,9
114322,57,2020-06-04 10:00:00,2639.52,24.6,1.6,70.0,0.0,1.0,1,0,82,4,10
114323,57,2020-06-04 11:00:00,2615.328,27.3,1.3,64.0,0.0,1.0,1,0,83,4,11
114324,57,2020-06-04 12:00:00,3408.48,28.0,1.6,59.0,0.0,1.0,1,0,84,4,12
114325,57,2020-06-04 13:00:00,3106.9440000000004,29.0,2.3,56.0,0.0,1.0,1,0,85,4,13
114326,57,2020-06-04 14:00:00,3327.696,30.4,2.3,49.0,0.0,1.0,1,0,86,4,14
114327,57,2020-06-04 15:00:00,3290.544000000001,31.0,2.9,48.0,0.0,1.0,1,0,87,4,15
114328,57,2020-06-04 16:00:00,3768.768,31.0,2.6,45.0,0.0,1.0,1,0,88,4,16
