,num,date_time,kWH,C,m/s,wet,mm,hr,non_electric_aircondition,sunlight,time_idx,Week,24Hour
112200,56,2020-06-01 00:00:00,471.096,18.4,2.2,86.0,0.0,0.0,0,1,0,1,0
112201,56,2020-06-01 01:00:00,497.664,17.2,0.1,99.0,0.0,0.0,0,1,1,1,1
112202,56,2020-06-01 02:00:00,492.48,17.3,1.6,100.0,0.0,0.0,0,1,2,1,2
112203,56,2020-06-01 03:00:00,468.18,17.3,1.9,100.0,0.6,0.0,0,1,3,1,3
112204,56,2020-06-01 04:00:00,458.784,17.5,3.0,98.0,0.1,0.0,0,1,4,1,4
112205,56,2020-06-01 05:00:00,421.524,17.4,1.3,99.0,0.0,0.0,0,1,5,1,5
112206,56,2020-06-01 06:00:00,426.384,17.4,3.6,95.0,0.0,0.0,0,1,6,1,6
112207,56,2020-06-01 07:00:00,448.74,17.7,2.0,94.0,0.0,0.0,0,1,7,1,7
112208,56,2020-06-01 08:00:00,551.124,18.5,2.9,82.0,0.0,0.8,0,1,8,1,8
112209,56,2020-06-01 09:00:00,677.16,19.5,3.0,73.0,0.0,0.7,0,1,9,1,9
112210,56,2020-06-01 10:00:00,710.2080000000002,21.0,2.2,60.0,0.0,1.0,0,1,10,1,10
112211,56,2020-06-01 11:00:00,788.6160000000001,22.9,3.0,43.0,0.0,1.0,0,1,11,1,11
112212,56,2020-06-01 12:00:00,769.176,23.9,2.5,37.0,0.0,1.0,0,1,12,1,12
112213,56,2020-06-01 13:00:00,848.556,24.9,3.8,32.0,0.0,1.0,0,1,13,1,13
112214,56,2020-06-01 14:00:00,860.22,24.6,4.4,28.0,0.0,1.0,0,1,14,1,14
112215,56,2020-06-01 15:00:00,828.7919999999998,24.1,3.2,26.0,0.0,1.0,0,1,15,1,15
112216,56,2020-06-01 16:00:00,887.76,24.8,3.3,24.0,0.0,1.0,0,1,16,1,16
112217,56,2020-06-01 17:00:00,805.788,24.2,3.0,23.0,0.0,1.0,0,1,17,1,17
112218,56,2020-06-01 18:00:00,637.632,23.0,3.4,39.0,0.0,1.0,0,1,18,1,18
112219,56,2020-06-01 19:00:00,598.752,21.5,2.3,44.0,0.0,0.8,0,1,19,1,19
112220,56,2020-06-01 20:00:00,593.244,20.3,2.6,45.0,0.0,0.0,0,1,20,1,20
112221,56,2020-06-01 21:00:00,506.412,17.9,0.3,57.0,0.0,0.0,0,1,21,1,21
112222,56,2020-06-01 22:00:00,497.34,15.9,1.1,70.0,0.0,0.0,0,1,22,1,22
112223,56,2020-06-01 23:00:00,471.744,14.5,0.1,78.0,0.0,0.0,0,1,23,1,23
112224,56,2020-06-02 00:00:00,485.028,13.5,0.0,85.0,0.0,0.0,0,1,24,2,0
112225,56,2020-06-02 01:00:00,482.112,12.8,0.0,92.0,0.0,0.0,0,1,25,2,1
112226,56,2020-06-02 02:00:00,473.364,11.8,0.0,94.0,0.0,0.0,0,1,26,2,2
112227,56,2020-06-02 03:00:00,466.56,11.9,0.9,92.0,0.0,0.0,0,1,27,2,3
112228,56,2020-06-02 04:00:00,435.78,11.9,0.0,93.0,0.0,0.0,0,1,28,2,4
112229,56,2020-06-02 05:00:00,401.76,11.9,0.1,96.0,0.0,0.0,0,1,29,2,5
112230,56,2020-06-02 06:00:00,404.028,12.5,0.8,91.0,0.0,0.0,0,1,30,2,6
112231,56,2020-06-02 07:00:00,425.088,13.4,0.9,90.0,0.0,0.0,0,1,31,2,7
112232,56,2020-06-02 08:00:00,553.3919999999998,14.7,0.9,83.0,0.0,0.0,0,1,32,2,8
112233,56,2020-06-02 09:00:00,735.48,16.7,0.6,75.0,0.0,0.0,0,1,33,2,9
112234,56,2020-06-02 10:00:00,786.0239999999999,17.8,1.1,68.0,0.0,0.0,0,1,34,2,10
112235,56,2020-06-02 11:00:00,856.98,19.7,1.2,60.0,0.0,0.0,0,1,35,2,11
112236,56,2020-06-02 12:00:00,744.8760000000002,21.2,0.4,43.0,0.0,0.2,0,1,36,2,12
112237,56,2020-06-02 13:00:00,804.816,20.4,1.7,50.0,0.0,0.0,0,1,37,2,13
112238,56,2020-06-02 14:00:00,815.508,20.9,3.9,58.0,0.0,0.1,0,1,38,2,14
112239,56,2020-06-02 15:00:00,814.5360000000002,22.8,2.3,39.0,0.0,0.8,0,1,39,2,15
112240,56,2020-06-02 16:00:00,838.512,21.7,1.5,43.0,0.0,0.0,0,1,40,2,16
112241,56,2020-06-02 17:00:00,779.22,21.7,1.5,43.0,0.0,0.0,0,1,41,2,17
112242,56,2020-06-02 18:00:00,605.556,21.3,0.8,44.0,0.0,0.0,0,1,42,2,18
112243,56,2020-06-02 19:00:00,587.0880000000002,20.6,0.3,52.0,0.0,0.0,0,1,43,2,19
112244,56,2020-06-02 20:00:00,585.4680000000002,20.3,0.3,56.0,0.0,0.0,0,1,44,2,20
112245,56,2020-06-02 21:00:00,542.376,18.6,0.0,68.0,0.0,0.0,0,1,45,2,21
112246,56,2020-06-02 22:00:00,545.2919999999998,18.1,0.2,74.0,0.0,0.0,0,1,46,2,22
112247,56,2020-06-02 23:00:00,528.444,18.1,0.0,79.0,0.0,0.0,0,1,47,2,23
112248,56,2020-06-03 00:00:00,516.456,18.0,0.0,83.0,0.0,0.0,0,1,48,3,0
112249,56,2020-06-03 01:00:00,481.14,18.1,0.0,84.0,0.0,0.0,0,1,49,3,1
112250,56,2020-06-03 02:00:00,464.292,18.2,0.2,84.0,0.0,0.0,0,1,50,3,2
112251,56,2020-06-03 03:00:00,465.588,18.1,0.0,86.0,0.0,0.0,0,1,51,3,3
112252,56,2020-06-03 04:00:00,462.024,18.0,0.0,91.0,0.0,0.0,0,1,52,3,4
112253,56,2020-06-03 05:00:00,450.36,17.4,1.1,98.0,0.0,0.0,0,1,53,3,5
112254,56,2020-06-03 06:00:00,464.292,17.8,0.6,98.0,0.0,0.0,0,1,54,3,6
112255,56,2020-06-03 07:00:00,476.92800000000005,17.9,0.3,100.0,0.0,0.0,0,1,55,3,7
112256,56,2020-06-03 08:00:00,557.604,19.0,0.2,97.0,0.0,0.0,0,1,56,3,8
112257,56,2020-06-03 09:00:00,739.368,19.4,1.1,95.0,0.0,0.0,0,1,57,3,9
112258,56,2020-06-03 10:00:00,806.76,21.3,0.3,84.0,0.0,0.0,0,1,58,3,10
112259,56,2020-06-03 11:00:00,902.34,22.9,0.4,73.0,0.0,0.2,0,1,59,3,11
112260,56,2020-06-03 12:00:00,877.716,24.2,1.1,61.0,0.0,0.9,0,1,60,3,12
112261,56,2020-06-03 13:00:00,1047.492,25.1,2.0,54.0,0.0,0.9,0,1,61,3,13
112262,56,2020-06-03 14:00:00,1068.228,25.7,2.4,54.0,0.0,1.0,0,1,62,3,14
112263,56,2020-06-03 15:00:00,1005.372,27.2,1.4,53.0,0.0,0.9,0,1,63,3,15
112264,56,2020-06-03 16:00:00,1040.688,27.0,2.2,51.0,0.0,1.0,0,1,64,3,16
112265,56,2020-06-03 17:00:00,898.452,27.2,2.3,48.0,0.0,1.0,0,1,65,3,17
