,num,date_time,kWH,C,m/s,wet,mm,hr,non_electric_aircondition,sunlight,time_idx,Week,24Hour,holiday,Weekend
32640,17,2020-06-01 00:00:00,490.59,17.6,2.5,92.0,0.8,0.0,1,0,0,1,0,0,0
32641,17,2020-06-01 01:00:00,485.46,17.7,2.9,91.0,0.3,0.0,1,0,1,1,1,0,0
32642,17,2020-06-01 02:00:00,472.77,17.5,3.2,91.0,0.0,0.0,1,0,2,1,2,0,0
32643,17,2020-06-01 03:00:00,471.96,17.1,3.2,91.0,0.0,0.0,1,0,3,1,3,0,0
32644,17,2020-06-01 04:00:00,510.03,17.0,3.3,92.0,0.0,0.0,1,0,4,1,4,0,0
32645,17,2020-06-01 05:00:00,779.49,16.9,3.4,93.0,0.0,0.0,1,0,5,1,5,0,0
32646,17,2020-06-01 06:00:00,971.19,16.7,3.4,90.0,0.1,0.0,1,0,6,1,6,0,0
32647,17,2020-06-01 07:00:00,1069.47,16.9,2.3,86.0,0.0,0.1,1,0,7,1,7,0,0
32648,17,2020-06-01 08:00:00,1261.71,17.8,3.3,80.0,0.0,0.3,1,0,8,1,8,0,0
32649,17,2020-06-01 09:00:00,1465.56,19.3,2.1,73.0,0.0,0.7,1,0,9,1,9,0,0
32650,17,2020-06-01 10:00:00,1552.5,20.5,3.4,62.0,0.0,1.0,1,0,10,1,10,0,0
32651,17,2020-06-01 11:00:00,1552.23,22.1,3.6,52.0,0.0,1.0,1,0,11,1,11,0,0
32652,17,2020-06-01 12:00:00,1547.37,23.1,4.0,49.0,0.0,1.0,1,0,12,1,12,0,0
32653,17,2020-06-01 13:00:00,1607.31,23.1,5.1,42.0,0.0,1.0,1,0,13,1,13,0,0
32654,17,2020-06-01 14:00:00,1623.24,23.6,5.1,39.0,0.0,1.0,1,0,14,1,14,0,0
32655,17,2020-06-01 15:00:00,1622.43,23.8,5.5,40.0,0.0,1.0,1,0,15,1,15,0,0
32656,17,2020-06-01 16:00:00,1638.9,24.4,3.0,39.0,0.0,1.0,1,0,16,1,16,0,0
32657,17,2020-06-01 17:00:00,1470.96,23.6,4.4,41.0,0.0,1.0,1,0,17,1,17,0,0
32658,17,2020-06-01 18:00:00,986.85,22.7,4.1,42.0,0.0,1.0,1,0,18,1,18,0,0
32659,17,2020-06-01 19:00:00,895.32,21.3,4.2,44.0,0.0,1.0,1,0,19,1,19,0,0
32660,17,2020-06-01 20:00:00,842.67,19.8,2.5,51.0,0.0,0.4,1,0,20,1,20,0,0
32661,17,2020-06-01 21:00:00,707.94,18.6,2.5,55.0,0.0,0.0,1,0,21,1,21,0,0
32662,17,2020-06-01 22:00:00,630.18,17.9,2.0,62.0,0.0,0.0,1,0,22,1,22,0,0
32663,17,2020-06-01 23:00:00,556.74,17.2,2.0,68.0,0.0,0.0,1,0,23,1,23,0,0
32664,17,2020-06-02 00:00:00,517.05,16.6,1.6,74.0,0.0,0.0,1,0,24,2,0,0,0
32665,17,2020-06-02 01:00:00,507.06,16.2,0.8,77.0,0.0,0.0,1,0,25,2,1,0,0
32666,17,2020-06-02 02:00:00,489.24,15.9,1.1,78.0,0.0,0.0,1,0,26,2,2,0,0
32667,17,2020-06-02 03:00:00,483.3,15.7,0.4,78.0,0.0,0.0,1,0,27,2,3,0,0
32668,17,2020-06-02 04:00:00,505.17,15.5,0.9,79.0,0.0,0.0,1,0,28,2,4,0,0
32669,17,2020-06-02 05:00:00,612.09,14.8,1.3,79.0,0.0,0.0,1,0,29,2,5,0,0
32670,17,2020-06-02 06:00:00,881.82,15.0,2.2,79.0,0.0,0.0,1,0,30,2,6,0,0
32671,17,2020-06-02 07:00:00,1032.75,15.5,1.4,77.0,0.0,0.0,1,0,31,2,7,0,0
32672,17,2020-06-02 08:00:00,1244.7,16.0,2.2,75.0,0.0,0.0,1,0,32,2,8,0,0
32673,17,2020-06-02 09:00:00,1340.82,16.9,2.5,71.0,0.0,0.0,1,0,33,2,9,0,0
32674,17,2020-06-02 10:00:00,1369.17,17.3,2.5,65.0,0.0,0.0,1,0,34,2,10,0,0
32675,17,2020-06-02 11:00:00,1351.35,17.5,2.6,70.0,0.0,0.0,1,0,35,2,11,0,0
32676,17,2020-06-02 12:00:00,1345.68,16.3,2.9,80.0,1.9,0.0,1,0,36,2,12,0,0
32677,17,2020-06-02 13:00:00,1361.61,17.5,2.2,68.0,0.0,0.0,1,0,37,2,13,0,0
32678,17,2020-06-02 14:00:00,1405.62,20.4,3.1,51.0,0.0,0.1,1,0,38,2,14,0,0
32679,17,2020-06-02 15:00:00,1339.74,20.9,2.2,48.0,0.0,0.0,1,0,39,2,15,0,0
32680,17,2020-06-02 16:00:00,1348.11,21.7,2.5,46.0,0.0,0.1,1,0,40,2,16,0,0
32681,17,2020-06-02 17:00:00,1309.5,21.2,3.3,55.0,0.0,0.0,1,0,41,2,17,0,0
32682,17,2020-06-02 18:00:00,973.89,20.6,2.4,58.0,0.0,0.0,1,0,42,2,18,0,0
32683,17,2020-06-02 19:00:00,900.72,20.3,2.9,61.0,0.0,0.0,1,0,43,2,19,0,0
32684,17,2020-06-02 20:00:00,846.99,19.9,3.1,65.0,0.0,0.0,1,0,44,2,20,0,0
32685,17,2020-06-02 21:00:00,738.45,19.6,2.7,70.0,0.0,0.0,1,0,45,2,21,0,0
32686,17,2020-06-02 22:00:00,625.86,19.3,2.2,74.0,0.0,0.0,1,0,46,2,22,0,0
32687,17,2020-06-02 23:00:00,558.63,19.0,1.7,79.0,0.0,0.0,1,0,47,2,23,0,0
32688,17,2020-06-03 00:00:00,531.63,18.4,1.7,84.0,0.1,0.0,1,0,48,3,0,0,0
32689,17,2020-06-03 01:00:00,509.22,18.3,2.0,86.0,0.0,0.0,1,0,49,3,1,0,0
32690,17,2020-06-03 02:00:00,500.04,18.2,1.8,89.0,0.0,0.0,1,0,50,3,2,0,0
32691,17,2020-06-03 03:00:00,493.29,18.2,1.3,89.0,0.0,0.0,1,0,51,3,3,0,0
32692,17,2020-06-03 04:00:00,505.44,18.1,1.5,87.0,0.0,0.0,1,0,52,3,4,0,0
32693,17,2020-06-03 05:00:00,626.94,18.1,1.3,88.0,0.0,0.0,1,0,53,3,5,0,0
32694,17,2020-06-03 06:00:00,865.62,17.6,0.4,89.0,0.0,0.0,1,0,54,3,6,0,0
32695,17,2020-06-03 07:00:00,1155.06,18.3,1.8,88.0,0.0,0.3,1,0,55,3,7,0,0
32696,17,2020-06-03 08:00:00,1506.6,19.7,2.0,82.0,0.0,0.9,1,0,56,3,8,0,0
32697,17,2020-06-03 09:00:00,1627.83,20.8,0.8,76.0,0.0,0.4,1,0,57,3,9,0,0
32698,17,2020-06-03 10:00:00,1636.74,22.0,1.4,73.0,0.0,0.2,1,0,58,3,10,0,0
32699,17,2020-06-03 11:00:00,1656.99,23.1,2.2,68.0,0.0,0.3,1,0,59,3,11,0,0
32700,17,2020-06-03 12:00:00,1663.47,24.4,2.6,58.0,0.0,0.6,1,0,60,3,12,0,0
32701,17,2020-06-03 13:00:00,1689.93,26.1,2.2,55.0,0.0,1.0,1,0,61,3,13,0,0
32702,17,2020-06-03 14:00:00,1718.01,26.8,2.7,50.0,0.0,1.0,1,0,62,3,14,0,0
32703,17,2020-06-03 15:00:00,1711.26,27.9,2.5,52.0,0.0,1.0,1,0,63,3,15,0,0
32704,17,2020-06-03 16:00:00,1720.98,28.2,2.8,48.0,0.0,1.0,1,0,64,3,16,0,0
32705,17,2020-06-03 17:00:00,1599.21,28.1,3.8,49.0,0.0,1.0,1,0,65,3,17,0,0
32706,17,2020-06-03 18:00:00,971.19,26.1,4.5,60.0,0.0,1.0,1,0,66,3,18,0,0
32707,17,2020-06-03 19:00:00,893.16,23.8,4.8,68.0,0.0,0.8,1,0,67,3,19,0,0
32708,17,2020-06-03 20:00:00,842.94,21.0,5.2,80.0,0.0,0.0,1,0,68,3,20,0,0
32709,17,2020-06-03 21:00:00,759.78,20.5,3.1,81.0,0.0,0.0,1,0,69,3,21,0,0
32710,17,2020-06-03 22:00:00,663.39,20.4,2.4,81.0,0.0,0.0,1,0,70,3,22,0,0
32711,17,2020-06-03 23:00:00,578.88,20.1,2.2,81.0,0.0,0.0,1,0,71,3,23,0,0
32712,17,2020-06-04 00:00:00,536.49,20.1,1.5,81.0,0.0,0.0,1,0,72,4,0,0,0
32713,17,2020-06-04 01:00:00,521.37,20.0,2.2,83.0,0.0,0.0,1,0,73,4,1,0,0
32714,17,2020-06-04 02:00:00,519.48,20.1,1.0,84.0,0.0,0.0,1,0,74,4,2,0,0
32715,17,2020-06-04 03:00:00,506.52,20.4,2.6,86.0,0.0,0.0,1,0,75,4,3,0,0
32716,17,2020-06-04 04:00:00,518.13,20.5,2.0,88.0,0.0,0.0,1,0,76,4,4,0,0
32717,17,2020-06-04 05:00:00,635.85,20.3,2.0,91.0,0.0,0.0,1,0,77,4,5,0,0
32718,17,2020-06-04 06:00:00,937.17,20.1,3.0,91.0,0.1,0.0,1,0,78,4,6,0,0
32719,17,2020-06-04 07:00:00,1311.12,20.1,2.2,90.0,0.0,0.0,1,0,79,4,7,0,0
