,num,date_time,kWH,C,m/s,wet,mm,hr,non_electric_aircondition,sunlight,time_idx,Week,24Hour,holiday,Weekend
93840,47,2020-06-01 00:00:00,1298.592,17.6,2.5,92.0,0.8,0.0,1,1,0,1,0,0,0
93841,47,2020-06-01 01:00:00,1291.68,17.7,2.9,91.0,0.3,0.0,1,1,1,1,1,0,0
93842,47,2020-06-01 02:00:00,1288.656,17.5,3.2,91.0,0.0,0.0,1,1,2,1,2,0,0
93843,47,2020-06-01 03:00:00,1276.128,17.1,3.2,91.0,0.0,0.0,1,1,3,1,3,0,0
93844,47,2020-06-01 04:00:00,1264.032,17.0,3.3,92.0,0.0,0.0,1,1,4,1,4,0,0
93845,47,2020-06-01 05:00:00,1291.68,16.9,3.4,93.0,0.0,0.0,1,1,5,1,5,0,0
93846,47,2020-06-01 06:00:00,1429.4879999999996,16.7,3.4,90.0,0.1,0.0,1,1,6,1,6,0,0
93847,47,2020-06-01 07:00:00,1616.976,16.9,2.3,86.0,0.0,0.1,1,1,7,1,7,0,0
93848,47,2020-06-01 08:00:00,2709.504000000001,17.8,3.3,80.0,0.0,0.3,1,1,8,1,8,0,0
93849,47,2020-06-01 09:00:00,3113.4240000000004,19.3,2.1,73.0,0.0,0.7,1,1,9,1,9,0,0
93850,47,2020-06-01 10:00:00,3216.24,20.5,3.4,62.0,0.0,1.0,1,1,10,1,10,0,0
93851,47,2020-06-01 11:00:00,3214.512,22.1,3.6,52.0,0.0,1.0,1,1,11,1,11,0,0
93852,47,2020-06-01 12:00:00,3134.16,23.1,4.0,49.0,0.0,1.0,1,1,12,1,12,0,0
93853,47,2020-06-01 13:00:00,3180.384,23.1,5.1,42.0,0.0,1.0,1,1,13,1,13,0,0
93854,47,2020-06-01 14:00:00,3175.632,23.6,5.1,39.0,0.0,1.0,1,1,14,1,14,0,0
93855,47,2020-06-01 15:00:00,3085.776,23.8,5.5,40.0,0.0,1.0,1,1,15,1,15,0,0
93856,47,2020-06-01 16:00:00,3057.696,24.4,3.0,39.0,0.0,1.0,1,1,16,1,16,0,0
93857,47,2020-06-01 17:00:00,2985.12,23.6,4.4,41.0,0.0,1.0,1,1,17,1,17,0,0
93858,47,2020-06-01 18:00:00,2341.8720000000008,22.7,4.1,42.0,0.0,1.0,1,1,18,1,18,0,0
93859,47,2020-06-01 19:00:00,2198.016,21.3,4.2,44.0,0.0,1.0,1,1,19,1,19,0,0
