,num,date_time,kWH,C,m/s,wet,mm,hr,non_electric_aircondition,sunlight,time_idx,Week,24Hour
48960,25,2020-06-01 00:00:00,1087.344,17.0,2.0,100.0,1.1,0.0,1,0,0,1,0
48961,25,2020-06-01 01:00:00,1063.368,17.2,2.3,99.0,0.1,0.0,1,0,1,1,1
48962,25,2020-06-01 02:00:00,1037.448,17.2,3.7,98.0,0.0,0.0,1,0,2,1,2
48963,25,2020-06-01 03:00:00,1032.912,16.7,3.1,99.0,0.0,0.0,1,0,3,1,3
48964,25,2020-06-01 04:00:00,1039.716,16.9,3.5,98.0,0.0,0.0,1,0,4,1,4
48965,25,2020-06-01 05:00:00,1018.98,16.6,3.6,99.0,0.0,0.0,1,0,5,1,5
48966,25,2020-06-01 06:00:00,1025.46,16.7,2.4,99.0,0.1,0.0,1,0,6,1,6
48967,25,2020-06-01 07:00:00,1196.208,16.9,3.3,94.0,0.0,0.2,1,0,7,1,7
48968,25,2020-06-01 08:00:00,1431.108,17.9,2.7,88.0,0.0,0.4,1,0,8,1,8
48969,25,2020-06-01 09:00:00,1706.5079999999996,19.5,2.7,78.0,0.0,0.9,1,0,9,1,9
48970,25,2020-06-01 10:00:00,1802.412,20.7,3.2,68.0,0.0,1.0,1,0,10,1,10
48971,25,2020-06-01 11:00:00,1831.896,22.4,3.4,58.0,0.0,1.0,1,0,11,1,11
48972,25,2020-06-01 12:00:00,1752.192,23.2,4.8,49.0,0.0,1.0,1,0,12,1,12
48973,25,2020-06-01 13:00:00,1890.216,22.8,4.3,45.0,0.0,1.0,1,0,13,1,13
48974,25,2020-06-01 14:00:00,1876.932,23.6,4.4,47.0,0.0,1.0,1,0,14,1,14
48975,25,2020-06-01 15:00:00,1847.448,23.1,5.3,45.0,0.0,1.0,1,0,15,1,15
48976,25,2020-06-01 16:00:00,1792.692,22.9,5.2,43.0,0.0,1.0,1,0,16,1,16
48977,25,2020-06-01 17:00:00,1592.46,22.2,4.6,44.0,0.0,1.0,1,0,17,1,17
48978,25,2020-06-01 18:00:00,1442.7720000000004,21.6,4.6,50.0,0.0,1.0,1,0,18,1,18
48979,25,2020-06-01 19:00:00,1360.8,19.9,2.5,58.0,0.0,1.0,1,0,19,1,19
48980,25,2020-06-01 20:00:00,1279.8,17.3,1.9,72.0,0.0,0.3,1,0,20,1,20
48981,25,2020-06-01 21:00:00,1227.312,16.1,2.8,80.0,0.0,0.0,1,0,21,1,21
48982,25,2020-06-01 22:00:00,1180.008,15.2,1.2,87.0,0.0,0.0,1,0,22,1,22
48983,25,2020-06-01 23:00:00,1166.4,14.6,0.5,90.0,0.0,0.0,1,0,23,1,23
48984,25,2020-06-02 00:00:00,1180.008,14.1,0.5,94.0,0.0,0.0,1,0,24,2,0
48985,25,2020-06-02 01:00:00,1134.972,13.6,0.2,94.0,0.0,0.0,1,0,25,2,1
