,num,date_time,kWH,C,m/s,wet,mm,hr,non_electric_aircondition,sunlight,time_idx,Week,24Hour,holiday,Weekend
87720,44,2020-06-01 00:00:00,1697.436,19.5,1.9,89.0,0.0,0.0,1,1,0,1,0,0,0
87721,44,2020-06-01 01:00:00,1669.572,19.3,1.7,93.0,0.0,0.0,1,1,1,1,1,0,0
87722,44,2020-06-01 02:00:00,1649.808,19.2,1.6,94.0,0.0,0.0,1,1,2,1,2,0,0
87723,44,2020-06-01 03:00:00,1638.792,19.1,1.0,96.0,0.0,0.0,1,1,3,1,3,0,0
87724,44,2020-06-01 04:00:00,1668.6,18.6,0.5,98.0,0.0,0.0,1,1,4,1,4,0,0
87725,44,2020-06-01 05:00:00,1736.964,18.6,0.6,97.0,0.0,0.0,1,1,5,1,5,0,0
87726,44,2020-06-01 06:00:00,1917.756,18.7,0.9,96.0,0.0,0.0,1,1,6,1,6,0,0
87727,44,2020-06-01 07:00:00,2235.924,18.9,0.4,95.0,0.0,0.0,1,1,7,1,7,0,0
87728,44,2020-06-01 08:00:00,2582.28,19.6,0.7,91.0,0.0,0.0,1,1,8,1,8,0,0
87729,44,2020-06-01 09:00:00,2843.4240000000004,20.1,1.2,88.0,0.0,0.1,1,1,9,1,9,0,0
87730,44,2020-06-01 10:00:00,2845.044000000001,20.9,0.9,78.0,0.0,0.1,1,1,10,1,10,0,0
87731,44,2020-06-01 11:00:00,2843.748,23.1,1.2,64.0,0.0,1.0,1,1,11,1,11,0,0
87732,44,2020-06-01 12:00:00,2777.652,23.5,1.8,52.0,0.0,1.0,1,1,12,1,12,0,0
87733,44,2020-06-01 13:00:00,2777.652,25.2,1.5,43.0,0.0,1.0,1,1,13,1,13,0,0
87734,44,2020-06-01 14:00:00,2898.18,25.5,2.2,39.0,0.0,1.0,1,1,14,1,14,0,0
87735,44,2020-06-01 15:00:00,2863.188,25.9,2.3,33.0,0.0,1.0,1,1,15,1,15,0,0
87736,44,2020-06-01 16:00:00,2851.848,25.4,2.0,27.0,0.0,1.0,1,1,16,1,16,0,0
87737,44,2020-06-01 17:00:00,2706.3720000000008,24.9,2.7,28.0,0.0,1.0,1,1,17,1,17,0,0
87738,44,2020-06-01 18:00:00,2311.416,24.5,1.7,25.0,0.0,1.0,1,1,18,1,18,0,0
87739,44,2020-06-01 19:00:00,2193.804,22.7,1.1,43.0,0.0,0.7,1,1,19,1,19,0,0
87740,44,2020-06-01 20:00:00,1969.92,21.0,1.8,47.0,0.0,0.2,1,1,20,1,20,0,0
87741,44,2020-06-01 21:00:00,1812.456,19.4,0.6,56.0,0.0,0.0,1,1,21,1,21,0,0
87742,44,2020-06-01 22:00:00,1785.888,18.7,0.8,58.0,0.0,0.0,1,1,22,1,22,0,0
87743,44,2020-06-01 23:00:00,1697.76,18.3,0.3,64.0,0.0,0.0,1,1,23,1,23,0,0
87744,44,2020-06-02 00:00:00,1655.64,17.6,0.6,69.0,0.0,0.0,1,1,24,2,0,0,0
87745,44,2020-06-02 01:00:00,1644.3,16.6,0.3,76.0,0.0,0.0,1,1,25,2,1,0,0
87746,44,2020-06-02 02:00:00,1620.0,16.2,0.7,69.0,0.0,0.0,1,1,26,2,2,0,0
87747,44,2020-06-02 03:00:00,1578.852,15.5,0.7,71.0,0.0,0.0,1,1,27,2,3,0,0
87748,44,2020-06-02 04:00:00,1589.22,14.9,0.7,87.0,0.0,0.0,1,1,28,2,4,0,0
87749,44,2020-06-02 05:00:00,1643.652,14.4,1.1,92.0,0.0,0.0,1,1,29,2,5,0,0
87750,44,2020-06-02 06:00:00,1776.816,14.8,0.4,90.0,0.0,0.0,1,1,30,2,6,0,0
87751,44,2020-06-02 07:00:00,2044.44,15.6,0.2,82.0,0.0,0.1,1,1,31,2,7,0,0
87752,44,2020-06-02 08:00:00,2389.5,17.4,0.2,68.0,0.0,0.5,1,1,32,2,8,0,0
87753,44,2020-06-02 09:00:00,2623.428,20.2,0.6,53.0,0.0,1.0,1,1,33,2,9,0,0
87754,44,2020-06-02 10:00:00,2734.56,22.1,1.0,41.0,0.0,1.0,1,1,34,2,10,0,0
87755,44,2020-06-02 11:00:00,2764.368,25.6,2.8,36.0,0.0,1.0,1,1,35,2,11,0,0
87756,44,2020-06-02 12:00:00,2714.796,26.3,2.4,31.0,0.0,0.9,1,1,36,2,12,0,0
87757,44,2020-06-02 13:00:00,2730.348,26.6,2.2,24.0,0.0,1.0,1,1,37,2,13,0,0
87758,44,2020-06-02 14:00:00,2835.0,27.2,1.3,24.0,0.0,0.5,1,1,38,2,14,0,0
87759,44,2020-06-02 15:00:00,2790.288,27.6,1.7,28.0,0.0,0.6,1,1,39,2,15,0,0
87760,44,2020-06-02 16:00:00,2853.792,26.7,3.1,36.0,0.0,0.8,1,1,40,2,16,0,0
87761,44,2020-06-02 17:00:00,2680.776,26.0,5.9,49.0,0.0,0.5,1,1,41,2,17,0,0
87762,44,2020-06-02 18:00:00,2349.972,24.7,2.9,53.0,0.0,1.0,1,1,42,2,18,0,0
87763,44,2020-06-02 19:00:00,2227.824,23.3,2.9,61.0,0.0,0.4,1,1,43,2,19,0,0
87764,44,2020-06-02 20:00:00,2046.06,22.3,3.2,72.0,0.0,0.0,1,1,44,2,20,0,0
87765,44,2020-06-02 21:00:00,1899.936,21.2,3.1,79.0,0.0,0.0,1,1,45,2,21,0,0
87766,44,2020-06-02 22:00:00,1796.904,20.3,1.8,83.0,0.0,0.0,1,1,46,2,22,0,0
87767,44,2020-06-02 23:00:00,1760.616,19.7,1.0,87.0,0.0,0.0,1,1,47,2,23,0,0
87768,44,2020-06-03 00:00:00,1752.516,19.9,1.7,85.0,0.0,0.0,1,1,48,3,0,0,0
87769,44,2020-06-03 01:00:00,1720.764,19.8,1.1,83.0,0.0,0.0,1,1,49,3,1,0,0
87770,44,2020-06-03 02:00:00,1715.904,20.2,0.4,79.0,0.0,0.0,1,1,50,3,2,0,0
87771,44,2020-06-03 03:00:00,1701.9720000000002,19.9,1.5,84.0,0.0,0.0,1,1,51,3,3,0,0
87772,44,2020-06-03 04:00:00,1728.216,18.8,0.7,93.0,0.0,0.0,1,1,52,3,4,0,0
87773,44,2020-06-03 05:00:00,1810.512,18.3,0.0,96.0,0.0,0.0,1,1,53,3,5,0,0
87774,44,2020-06-03 06:00:00,1913.544,18.7,0.1,96.0,0.0,0.0,1,1,54,3,6,0,0
87775,44,2020-06-03 07:00:00,2242.728,19.4,0.0,95.0,0.0,0.0,1,1,55,3,7,0,0
87776,44,2020-06-03 08:00:00,2630.232,20.2,0.2,92.0,0.0,0.0,1,1,56,3,8,0,0
87777,44,2020-06-03 09:00:00,2920.536,20.6,1.2,91.0,0.0,0.0,1,1,57,3,9,0,0
87778,44,2020-06-03 10:00:00,2955.8520000000008,21.6,1.0,86.0,0.0,0.0,1,1,58,3,10,0,0
87779,44,2020-06-03 11:00:00,2976.264,22.6,0.7,86.0,0.0,0.0,1,1,59,3,11,0,0
87780,44,2020-06-03 12:00:00,2906.928,24.6,0.4,80.0,0.0,0.0,1,1,60,3,12,0,0
87781,44,2020-06-03 13:00:00,2948.4,24.8,0.5,75.0,0.0,0.0,1,1,61,3,13,0,0
87782,44,2020-06-03 14:00:00,3052.08,25.6,1.4,74.0,0.0,0.3,1,1,62,3,14,0,0
87783,44,2020-06-03 15:00:00,3051.432,26.7,3.0,66.0,0.0,0.7,1,1,63,3,15,0,0
87784,44,2020-06-03 16:00:00,3084.48,27.9,3.0,65.0,0.0,0.7,1,1,64,3,16,0,0
87785,44,2020-06-03 17:00:00,2920.536,27.4,3.6,60.0,0.0,0.9,1,1,65,3,17,0,0
87786,44,2020-06-03 18:00:00,2466.612,25.4,2.8,73.0,0.0,1.0,1,1,66,3,18,0,0
