,num,date_time,kWH,C,m/s,wet,mm,hr,non_electric_aircondition,sunlight,time_idx,Week,24Hour
59160,30,2020-06-01 00:00:00,5032.907999999999,19.3,2.2,99.0,0.0,0.0,1,1,0,1,0
59161,30,2020-06-01 01:00:00,4625.748,18.7,2.8,99.0,0.0,0.0,1,1,1,1,1
59162,30,2020-06-01 02:00:00,4002.048,17.3,2.6,100.0,0.0,0.0,1,1,2,1,2
59163,30,2020-06-01 03:00:00,2995.488,18.6,3.6,100.0,0.0,0.0,1,1,3,1,3
59164,30,2020-06-01 04:00:00,2418.336,18.4,5.1,100.0,0.0,0.0,1,1,4,1,4
59165,30,2020-06-01 05:00:00,2691.468,17.9,4.4,100.0,0.0,0.0,1,1,5,1,5
59166,30,2020-06-01 06:00:00,2785.968,17.8,3.2,100.0,0.0,0.0,1,1,6,1,6
59167,30,2020-06-01 07:00:00,3060.936,17.3,3.7,100.0,0.0,0.0,1,1,7,1,7
59168,30,2020-06-01 08:00:00,3653.748,17.4,4.3,100.0,0.0,0.0,1,1,8,1,8
59169,30,2020-06-01 09:00:00,3741.838917,17.9,4.0,100.0,0.0,0.0,1,1,9,1,9
59170,30,2020-06-01 10:00:00,4142.738127000001,19.8,3.0,93.0,0.0,0.3,1,1,10,1,10
59171,30,2020-06-01 11:00:00,4242.173143,18.2,7.9,96.0,0.0,0.2,1,1,11,1,11
59172,30,2020-06-01 12:00:00,4258.818,18.5,6.2,96.0,0.0,0.0,1,1,12,1,12
59173,30,2020-06-01 13:00:00,4347.864000000001,17.3,6.2,99.0,0.0,0.0,1,1,13,1,13
59174,30,2020-06-01 14:00:00,4353.264,17.8,6.3,93.0,0.0,0.0,1,1,14,1,14
59175,30,2020-06-01 15:00:00,4291.056,18.0,7.2,92.0,0.0,0.3,1,1,15,1,15
59176,30,2020-06-01 16:00:00,4228.0920000000015,17.1,6.4,96.0,0.0,0.0,1,1,16,1,16
59177,30,2020-06-01 17:00:00,3854.736,17.8,6.6,89.0,0.0,0.8,1,1,17,1,17
59178,30,2020-06-01 18:00:00,3593.7,17.5,5.1,92.0,0.0,1.0,1,1,18,1,18
59179,30,2020-06-01 19:00:00,3542.508,17.0,5.2,92.0,0.0,1.0,1,1,19,1,19
59180,30,2020-06-01 20:00:00,3601.476,16.7,5.1,94.0,0.0,0.1,1,1,20,1,20
59181,30,2020-06-01 21:00:00,3530.4651,16.3,4.5,97.0,0.0,0.0,1,1,21,1,21
59182,30,2020-06-01 22:00:00,3165.017143,16.1,2.3,99.0,0.0,0.0,1,1,22,1,22
59183,30,2020-06-01 23:00:00,5000.616,16.1,3.2,100.0,0.0,0.0,1,1,23,1,23
59184,30,2020-06-02 00:00:00,4918.104,16.0,2.8,100.0,0.0,0.0,1,1,24,2,0
59185,30,2020-06-02 01:00:00,4364.172000000001,15.4,3.6,100.0,0.0,0.0,1,1,25,2,1
