,num,date_time,kWH,C,m/s,wet,mm,hr,non_electric_aircondition,sunlight,time_idx,Week,24Hour
65280,33,2020-06-01 00:00:00,2529.36,19.9,1.4,83.0,0.0,0.0,1,0,0,1,0
65281,33,2020-06-01 01:00:00,2532.384,19.3,0.9,89.0,0.0,0.0,1,0,1,1,1
65282,33,2020-06-01 02:00:00,2527.416,18.5,0.7,94.0,0.2,0.0,1,0,2,1,2
65283,33,2020-06-01 03:00:00,2515.536,18.5,0.3,96.0,0.4,0.0,1,0,3,1,3
65284,33,2020-06-01 04:00:00,2519.424,18.6,1.5,95.0,0.0,0.0,1,0,4,1,4
65285,33,2020-06-01 05:00:00,2518.56,18.5,1.1,92.0,0.0,0.0,1,0,5,1,5
65286,33,2020-06-01 06:00:00,2545.344,18.3,1.3,95.0,0.0,0.0,1,0,6,1,6
65287,33,2020-06-01 07:00:00,2633.688,18.6,1.5,89.0,0.0,0.0,1,0,7,1,7
65288,33,2020-06-01 08:00:00,2700.432,19.5,1.9,81.0,0.0,0.2,1,0,8,1,8
65289,33,2020-06-01 09:00:00,2727.864,20.7,3.0,68.0,0.0,1.0,1,0,9,1,9
65290,33,2020-06-01 10:00:00,2743.632,21.9,3.1,61.0,0.0,1.0,1,0,10,1,10
65291,33,2020-06-01 11:00:00,2809.296,23.2,3.4,50.0,0.0,1.0,1,0,11,1,11
65292,33,2020-06-01 12:00:00,2831.112,24.4,2.9,45.0,0.0,1.0,1,0,12,1,12
65293,33,2020-06-01 13:00:00,2769.12,25.3,4.1,38.0,0.0,1.0,1,0,13,1,13
65294,33,2020-06-01 14:00:00,2760.264,26.1,3.4,36.0,0.0,1.0,1,0,14,1,14
65295,33,2020-06-01 15:00:00,2743.632,26.1,3.3,35.0,0.0,1.0,1,0,15,1,15
65296,33,2020-06-01 16:00:00,2704.752,26.1,2.1,36.0,0.0,1.0,1,0,16,1,16
65297,33,2020-06-01 17:00:00,2667.168,25.3,3.2,34.0,0.0,1.0,1,0,17,1,17
65298,33,2020-06-01 18:00:00,2607.552,24.6,3.4,31.0,0.0,1.0,1,0,18,1,18
65299,33,2020-06-01 19:00:00,2561.976,22.7,2.4,32.0,0.0,1.0,1,0,19,1,19
65300,33,2020-06-01 20:00:00,2546.424,21.2,2.0,41.0,0.0,0.4,1,0,20,1,20
65301,33,2020-06-01 21:00:00,2541.24,19.7,0.6,46.0,0.0,0.0,1,0,21,1,21
65302,33,2020-06-01 22:00:00,2534.112,18.7,1.4,53.0,0.0,0.0,1,0,22,1,22
65303,33,2020-06-01 23:00:00,2525.256,18.0,1.1,60.0,0.0,0.0,1,0,23,1,23
65304,33,2020-06-02 00:00:00,2517.696,16.3,1.2,66.0,0.0,0.0,1,0,24,2,0
65305,33,2020-06-02 01:00:00,2517.696,16.2,1.2,72.0,0.0,0.0,1,0,25,2,1
65306,33,2020-06-02 02:00:00,2513.592,16.3,0.7,77.0,0.0,0.0,1,0,26,2,2
65307,33,2020-06-02 03:00:00,2509.056,16.1,0.4,78.0,0.0,0.0,1,0,27,2,3
65308,33,2020-06-02 04:00:00,2504.736,15.7,0.8,78.0,0.0,0.0,1,0,28,2,4
65309,33,2020-06-02 05:00:00,2498.04,15.2,0.4,80.0,0.0,0.0,1,0,29,2,5
65310,33,2020-06-02 06:00:00,2535.408,15.1,0.1,80.0,0.0,0.0,1,0,30,2,6
65311,33,2020-06-02 07:00:00,2615.112,16.4,0.9,76.0,0.0,0.3,1,0,31,2,7
65312,33,2020-06-02 08:00:00,2716.632,17.4,0.7,73.0,0.0,0.2,1,0,32,2,8
65313,33,2020-06-02 09:00:00,2725.272,19.4,1.1,62.0,0.0,0.5,1,0,33,2,9
65314,33,2020-06-02 10:00:00,2725.92,20.6,0.7,58.0,0.0,0.0,1,0,34,2,10
65315,33,2020-06-02 11:00:00,2719.44,22.0,0.5,48.0,0.0,0.1,1,0,35,2,11
65316,33,2020-06-02 12:00:00,2726.3520000000008,22.2,1.5,54.0,0.0,0.1,1,0,36,2,12
65317,33,2020-06-02 13:00:00,2725.92,21.5,1.8,50.0,0.0,0.1,1,0,37,2,13
65318,33,2020-06-02 14:00:00,2723.544000000001,20.5,2.4,61.0,0.0,0.0,1,0,38,2,14
65319,33,2020-06-02 15:00:00,2704.32,23.0,2.3,37.0,0.0,0.3,1,0,39,2,15
65320,33,2020-06-02 16:00:00,2691.144,22.9,1.1,42.0,0.0,0.2,1,0,40,2,16
65321,33,2020-06-02 17:00:00,2693.736,23.0,1.4,44.0,0.0,0.0,1,0,41,2,17
65322,33,2020-06-02 18:00:00,2614.896,23.0,1.1,47.0,0.0,0.0,1,0,42,2,18
65323,33,2020-06-02 19:00:00,2563.056,22.7,1.5,51.0,0.0,0.0,1,0,43,2,19
65324,33,2020-06-02 20:00:00,2550.528,22.3,1.2,53.0,0.0,0.0,1,0,44,2,20
65325,33,2020-06-02 21:00:00,2546.208,21.7,1.3,55.0,0.0,0.0,1,0,45,2,21
65326,33,2020-06-02 22:00:00,2532.168,21.1,2.1,61.0,0.0,0.0,1,0,46,2,22
65327,33,2020-06-02 23:00:00,2533.464,20.8,3.3,65.0,0.0,0.0,1,0,47,2,23
65328,33,2020-06-03 00:00:00,2533.464,20.6,1.5,70.0,0.0,0.0,1,0,48,3,0
65329,33,2020-06-03 01:00:00,2539.944,20.5,0.4,72.0,0.0,0.0,1,0,49,3,1
65330,33,2020-06-03 02:00:00,2538.864,20.6,0.9,76.0,0.0,0.0,1,0,50,3,2
65331,33,2020-06-03 03:00:00,2539.728,20.0,1.3,84.0,0.0,0.0,1,0,51,3,3
65332,33,2020-06-03 04:00:00,2545.56,19.8,0.9,86.0,0.0,0.0,1,0,52,3,4
65333,33,2020-06-03 05:00:00,2536.056,19.5,1.2,91.0,0.0,0.0,1,0,53,3,5
65334,33,2020-06-03 06:00:00,2555.28,19.3,1.1,93.0,0.0,0.0,1,0,54,3,6
65335,33,2020-06-03 07:00:00,2651.616,19.5,0.3,94.0,0.0,0.0,1,0,55,3,7
65336,33,2020-06-03 08:00:00,2736.504000000001,20.1,0.2,91.0,0.0,0.0,1,0,56,3,8
65337,33,2020-06-03 09:00:00,2740.176,20.8,0.9,89.0,0.0,0.0,1,0,57,3,9
65338,33,2020-06-03 10:00:00,2753.568,21.9,2.1,84.0,0.0,0.0,1,0,58,3,10
65339,33,2020-06-03 11:00:00,2764.152,24.2,1.8,71.0,0.0,0.0,1,0,59,3,11
65340,33,2020-06-03 12:00:00,2755.512,25.5,1.7,62.0,0.0,0.0,1,0,60,3,12
65341,33,2020-06-03 13:00:00,2813.184,26.6,1.6,58.0,0.0,0.0,1,0,61,3,13
65342,33,2020-06-03 14:00:00,2844.504000000001,27.0,0.9,58.0,0.0,0.0,1,0,62,3,14
65343,33,2020-06-03 15:00:00,2830.4640000000004,27.6,1.4,53.0,0.0,0.0,1,0,63,3,15
