,num,date_time,kWH,C,m/s,wet,mm,hr,non_electric_aircondition,sunlight,time_idx,Week,24Hour
38760,20,2020-06-01 00:00:00,1136.484,17.6,2.5,92.0,0.8,0.0,0,0,0,1,0
38761,20,2020-06-01 01:00:00,957.474,17.7,2.9,91.0,0.3,0.0,0,0,1,1,1
38762,20,2020-06-01 02:00:00,859.086,17.5,3.2,91.0,0.0,0.0,0,0,2,1,2
38763,20,2020-06-01 03:00:00,821.34,17.1,3.2,91.0,0.0,0.0,0,0,3,1,3
38764,20,2020-06-01 04:00:00,835.812,17.0,3.3,92.0,0.0,0.0,0,0,4,1,4
38765,20,2020-06-01 05:00:00,864.648,16.9,3.4,93.0,0.0,0.0,0,0,5,1,5
38766,20,2020-06-01 06:00:00,1072.548,16.7,3.4,90.0,0.1,0.0,0,0,6,1,6
38767,20,2020-06-01 07:00:00,1307.232,16.9,2.3,86.0,0.0,0.1,0,0,7,1,7
38768,20,2020-06-01 08:00:00,1388.124,17.8,3.3,80.0,0.0,0.3,0,0,8,1,8
38769,20,2020-06-01 09:00:00,1301.454,19.3,2.1,73.0,0.0,0.7,0,0,9,1,9
38770,20,2020-06-01 10:00:00,1266.516,20.5,3.4,62.0,0.0,1.0,0,0,10,1,10
38771,20,2020-06-01 11:00:00,1290.222,22.1,3.6,52.0,0.0,1.0,0,0,11,1,11
38772,20,2020-06-01 12:00:00,1329.696,23.1,4.0,49.0,0.0,1.0,0,0,12,1,12
38773,20,2020-06-01 13:00:00,1237.896,23.1,5.1,42.0,0.0,1.0,0,0,13,1,13
38774,20,2020-06-01 14:00:00,1186.326,23.6,5.1,39.0,0.0,1.0,0,0,14,1,14
38775,20,2020-06-01 15:00:00,1201.932,23.8,5.5,40.0,0.0,1.0,0,0,15,1,15
38776,20,2020-06-01 16:00:00,1180.332,24.4,3.0,39.0,0.0,1.0,0,0,16,1,16
38777,20,2020-06-01 17:00:00,1290.546,23.6,4.4,41.0,0.0,1.0,0,0,17,1,17
38778,20,2020-06-01 18:00:00,1474.146,22.7,4.1,42.0,0.0,1.0,0,0,18,1,18
38779,20,2020-06-01 19:00:00,1601.91,21.3,4.2,44.0,0.0,1.0,0,0,19,1,19
38780,20,2020-06-01 20:00:00,1712.178,19.8,2.5,51.0,0.0,0.4,0,0,20,1,20
38781,20,2020-06-01 21:00:00,1681.668,18.6,2.5,55.0,0.0,0.0,0,0,21,1,21
38782,20,2020-06-01 22:00:00,1535.1660000000004,17.9,2.0,62.0,0.0,0.0,0,0,22,1,22
38783,20,2020-06-01 23:00:00,1338.93,17.2,2.0,68.0,0.0,0.0,0,0,23,1,23
38784,20,2020-06-02 00:00:00,1093.446,16.6,1.6,74.0,0.0,0.0,0,0,24,2,0
38785,20,2020-06-02 01:00:00,925.398,16.2,0.8,77.0,0.0,0.0,0,0,25,2,1
38786,20,2020-06-02 02:00:00,846.99,15.9,1.1,78.0,0.0,0.0,0,0,26,2,2
38787,20,2020-06-02 03:00:00,804.438,15.7,0.4,78.0,0.0,0.0,0,0,27,2,3
38788,20,2020-06-02 04:00:00,819.288,15.5,0.9,79.0,0.0,0.0,0,0,28,2,4
38789,20,2020-06-02 05:00:00,844.7760000000002,14.8,1.3,79.0,0.0,0.0,0,0,29,2,5
38790,20,2020-06-02 06:00:00,1036.098,15.0,2.2,79.0,0.0,0.0,0,0,30,2,6
38791,20,2020-06-02 07:00:00,1272.51,15.5,1.4,77.0,0.0,0.0,0,0,31,2,7
38792,20,2020-06-02 08:00:00,1373.598,16.0,2.2,75.0,0.0,0.0,0,0,32,2,8
38793,20,2020-06-02 09:00:00,1318.086,16.9,2.5,71.0,0.0,0.0,0,0,33,2,9
38794,20,2020-06-02 10:00:00,1301.832,17.3,2.5,65.0,0.0,0.0,0,0,34,2,10
38795,20,2020-06-02 11:00:00,1296.864,17.5,2.6,70.0,0.0,0.0,0,0,35,2,11
38796,20,2020-06-02 12:00:00,1315.224,16.3,2.9,80.0,1.9,0.0,0,0,36,2,12
38797,20,2020-06-02 13:00:00,1220.778,17.5,2.2,68.0,0.0,0.0,0,0,37,2,13
38798,20,2020-06-02 14:00:00,1197.018,20.4,3.1,51.0,0.0,0.1,0,0,38,2,14
38799,20,2020-06-02 15:00:00,1263.384,20.9,2.2,48.0,0.0,0.0,0,0,39,2,15
38800,20,2020-06-02 16:00:00,1225.476,21.7,2.5,46.0,0.0,0.1,0,0,40,2,16
38801,20,2020-06-02 17:00:00,1449.36,21.2,3.3,55.0,0.0,0.0,0,0,41,2,17
38802,20,2020-06-02 18:00:00,1564.38,20.6,2.4,58.0,0.0,0.0,0,0,42,2,18
38803,20,2020-06-02 19:00:00,1707.534,20.3,2.9,61.0,0.0,0.0,0,0,43,2,19
38804,20,2020-06-02 20:00:00,1704.78,19.9,3.1,65.0,0.0,0.0,0,0,44,2,20
38805,20,2020-06-02 21:00:00,1615.14,19.6,2.7,70.0,0.0,0.0,0,0,45,2,21
38806,20,2020-06-02 22:00:00,1472.58,19.3,2.2,74.0,0.0,0.0,0,0,46,2,22
38807,20,2020-06-02 23:00:00,1312.686,19.0,1.7,79.0,0.0,0.0,0,0,47,2,23
38808,20,2020-06-03 00:00:00,1093.446,18.4,1.7,84.0,0.1,0.0,0,0,48,3,0
