,num,date_time,kWH,C,m/s,wet,mm,hr,non_electric_aircondition,sunlight,time_idx,Week,24Hour,holiday,Weekend
4080,3,2020-06-01 00:00:00,3183.6240000000007,17.0,2.0,100.0,1.1,0.0,1,1,0,1,0,0,0
4081,3,2020-06-01 01:00:00,3171.636,17.2,2.3,99.0,0.1,0.0,1,1,1,1,1,0,0
4082,3,2020-06-01 02:00:00,3175.74,17.2,3.7,98.0,0.0,0.0,1,1,2,1,2,0,0
4083,3,2020-06-01 03:00:00,3194.856,16.7,3.1,99.0,0.0,0.0,1,1,3,1,3,0,0
4084,3,2020-06-01 04:00:00,3198.528,16.9,3.5,98.0,0.0,0.0,1,1,4,1,4,0,0
4085,3,2020-06-01 05:00:00,3177.468,16.6,3.6,99.0,0.0,0.0,1,1,5,1,5,0,0
4086,3,2020-06-01 06:00:00,3215.268,16.7,2.4,99.0,0.1,0.0,1,1,6,1,6,0,0
4087,3,2020-06-01 07:00:00,3236.76,16.9,3.3,94.0,0.0,0.2,1,1,7,1,7,0,0
4088,3,2020-06-01 08:00:00,3266.3520000000008,17.9,2.7,88.0,0.0,0.4,1,1,8,1,8,0,0
4089,3,2020-06-01 09:00:00,3291.84,19.5,2.7,78.0,0.0,0.9,1,1,9,1,9,0,0
4090,3,2020-06-01 10:00:00,3303.72,20.7,3.2,68.0,0.0,1.0,1,1,10,1,10,0,0
4091,3,2020-06-01 11:00:00,3272.616,22.4,3.4,58.0,0.0,1.0,1,1,11,1,11,0,0
4092,3,2020-06-01 12:00:00,3287.088,23.2,4.8,49.0,0.0,1.0,1,1,12,1,12,0,0
4093,3,2020-06-01 13:00:00,3311.496,22.8,4.3,45.0,0.0,1.0,1,1,13,1,13,0,0
4094,3,2020-06-01 14:00:00,3309.66,23.6,4.4,47.0,0.0,1.0,1,1,14,1,14,0,0
4095,3,2020-06-01 15:00:00,3309.012,23.1,5.3,45.0,0.0,1.0,1,1,15,1,15,0,0
4096,3,2020-06-01 16:00:00,3316.572,22.9,5.2,43.0,0.0,1.0,1,1,16,1,16,0,0
4097,3,2020-06-01 17:00:00,3309.336,22.2,4.6,44.0,0.0,1.0,1,1,17,1,17,0,0
4098,3,2020-06-01 18:00:00,3289.788,21.6,4.6,50.0,0.0,1.0,1,1,18,1,18,0,0
4099,3,2020-06-01 19:00:00,3244.752,19.9,2.5,58.0,0.0,1.0,1,1,19,1,19,0,0
4100,3,2020-06-01 20:00:00,3213.972,17.3,1.9,72.0,0.0,0.3,1,1,20,1,20,0,0
4101,3,2020-06-01 21:00:00,3218.076,16.1,2.8,80.0,0.0,0.0,1,1,21,1,21,0,0
4102,3,2020-06-01 22:00:00,3217.536,15.2,1.2,87.0,0.0,0.0,1,1,22,1,22,0,0
4103,3,2020-06-01 23:00:00,3195.396,14.6,0.5,90.0,0.0,0.0,1,1,23,1,23,0,0
4104,3,2020-06-02 00:00:00,3212.3520000000008,14.1,0.5,94.0,0.0,0.0,1,1,24,2,0,0,0
4105,3,2020-06-02 01:00:00,3185.46,13.6,0.2,94.0,0.0,0.0,1,1,25,2,1,0,0
4106,3,2020-06-02 02:00:00,3178.224,13.8,0.9,92.0,0.0,0.0,1,1,26,2,2,0,0
4107,3,2020-06-02 03:00:00,3197.772,13.9,0.4,95.0,0.0,0.0,1,1,27,2,3,0,0
4108,3,2020-06-02 04:00:00,3207.492,13.2,0.1,97.0,0.0,0.0,1,1,28,2,4,0,0
4109,3,2020-06-02 05:00:00,3189.456,13.4,0.7,98.0,0.0,0.0,1,1,29,2,5,0,0
4110,3,2020-06-02 06:00:00,3209.22,14.5,0.4,96.0,0.0,0.0,1,1,30,2,6,0,0
4111,3,2020-06-02 07:00:00,3244.32,15.7,0.3,91.0,0.0,0.0,1,1,31,2,7,0,0
4112,3,2020-06-02 08:00:00,3286.656,16.5,0.9,81.0,0.0,0.0,1,1,32,2,8,0,0
4113,3,2020-06-02 09:00:00,3293.136,17.8,1.6,69.0,0.0,0.0,1,1,33,2,9,0,0
4114,3,2020-06-02 10:00:00,3295.512,18.7,0.7,64.0,0.0,0.0,1,1,34,2,10,0,0
4115,3,2020-06-02 11:00:00,3293.244,18.4,1.8,70.0,0.0,0.0,1,1,35,2,11,0,0
4116,3,2020-06-02 12:00:00,3277.5840000000007,17.5,3.5,78.0,0.2,0.0,1,1,36,2,12,0,0
4117,3,2020-06-02 13:00:00,3269.376,18.2,4.9,68.0,0.9,0.0,1,1,37,2,13,0,0
4118,3,2020-06-02 14:00:00,3299.184,21.0,6.8,51.0,0.0,0.4,1,1,38,2,14,0,0
4119,3,2020-06-02 15:00:00,3299.4,22.7,4.6,45.0,0.0,0.9,1,1,39,2,15,0,0
4120,3,2020-06-02 16:00:00,3304.476,22.2,3.4,51.0,0.0,0.2,1,1,40,2,16,0,0
4121,3,2020-06-02 17:00:00,3319.812,21.5,2.2,56.0,0.0,0.0,1,1,41,2,17,0,0
4122,3,2020-06-02 18:00:00,3301.884,21.4,1.9,58.0,0.0,0.0,1,1,42,2,18,0,0
4123,3,2020-06-02 19:00:00,3266.8920000000007,21.2,2.1,61.0,0.0,0.0,1,1,43,2,19,0,0
4124,3,2020-06-02 20:00:00,3263.328,20.6,1.0,64.0,0.0,0.0,1,1,44,2,20,0,0
4125,3,2020-06-02 21:00:00,3242.16,19.9,1.4,74.0,0.0,0.0,1,1,45,2,21,0,0
4126,3,2020-06-02 22:00:00,3216.024000000001,19.4,0.2,79.0,0.0,0.0,1,1,46,2,22,0,0
4127,3,2020-06-02 23:00:00,3228.66,19.0,2.0,87.0,0.0,0.0,1,1,47,2,23,0,0
4128,3,2020-06-03 00:00:00,3213.648,18.4,2.1,93.0,0.0,0.0,1,1,48,3,0,0,0
4129,3,2020-06-03 01:00:00,3207.492,18.3,1.0,96.0,0.0,0.0,1,1,49,3,1,0,0
4130,3,2020-06-03 02:00:00,3232.764,18.3,0.8,97.0,0.0,0.0,1,1,50,3,2,0,0
4131,3,2020-06-03 03:00:00,3218.94,18.3,0.9,98.0,0.0,0.0,1,1,51,3,3,0,0
4132,3,2020-06-03 04:00:00,3208.4640000000004,18.3,0.8,98.0,0.0,0.0,1,1,52,3,4,0,0
4133,3,2020-06-03 05:00:00,3221.856,18.2,0.5,99.0,0.0,0.0,1,1,53,3,5,0,0
4134,3,2020-06-03 06:00:00,3232.332000000001,18.2,0.0,100.0,0.1,0.0,1,1,54,3,6,0,0
4135,3,2020-06-03 07:00:00,3243.132,18.9,0.5,97.0,0.0,0.0,1,1,55,3,7,0,0
4136,3,2020-06-03 08:00:00,3311.6040000000007,19.9,0.7,91.0,0.0,0.0,1,1,56,3,8,0,0
4137,3,2020-06-03 09:00:00,3317.652,19.7,2.3,91.0,0.0,0.0,1,1,57,3,9,0,0
4138,3,2020-06-03 10:00:00,3301.884,22.2,1.5,81.0,0.0,0.4,1,1,58,3,10,0,0
4139,3,2020-06-03 11:00:00,3309.768,23.0,1.8,77.0,0.0,0.6,1,1,59,3,11,0,0
4140,3,2020-06-03 12:00:00,3313.008,24.7,2.2,66.0,0.0,0.7,1,1,60,3,12,0,0
4141,3,2020-06-03 13:00:00,3346.812,25.4,1.5,64.0,0.0,0.7,1,1,61,3,13,0,0
4142,3,2020-06-03 14:00:00,3377.808,26.3,1.7,59.0,0.0,1.0,1,1,62,3,14,0,0
4143,3,2020-06-03 15:00:00,3364.632,26.7,2.8,58.0,0.0,1.0,1,1,63,3,15,0,0
4144,3,2020-06-03 16:00:00,3381.264,26.8,3.8,55.0,0.0,1.0,1,1,64,3,16,0,0
4145,3,2020-06-03 17:00:00,3375.432,27.5,3.4,45.0,0.0,1.0,1,1,65,3,17,0,0
4146,3,2020-06-03 18:00:00,3284.6040000000007,26.2,3.3,67.0,0.0,1.0,1,1,66,3,18,0,0
4147,3,2020-06-03 19:00:00,3256.308,22.6,4.3,80.0,0.0,1.0,1,1,67,3,19,0,0
4148,3,2020-06-03 20:00:00,3260.4120000000007,21.0,1.9,88.0,0.0,0.0,1,1,68,3,20,0,0
4149,3,2020-06-03 21:00:00,3237.516,20.9,2.0,88.0,0.0,0.0,1,1,69,3,21,0,0
4150,3,2020-06-03 22:00:00,3221.64,20.8,2.2,88.0,0.0,0.0,1,1,70,3,22,0,0
4151,3,2020-06-03 23:00:00,3212.028,20.6,1.2,87.0,0.0,0.0,1,1,71,3,23,0,0
4152,3,2020-06-04 00:00:00,3211.704,20.7,0.9,89.0,0.0,0.0,1,1,72,4,0,0,0
4153,3,2020-06-04 01:00:00,3208.248,20.4,0.2,91.0,0.0,0.0,1,1,73,4,1,0,0
4154,3,2020-06-04 02:00:00,3200.472,20.8,0.6,91.0,0.0,0.0,1,1,74,4,2,0,0
4155,3,2020-06-04 03:00:00,3209.328,20.8,0.7,92.0,0.0,0.0,1,1,75,4,3,0,0
4156,3,2020-06-04 04:00:00,3218.616,20.9,2.2,95.0,0.1,0.0,1,1,76,4,4,0,0
4157,3,2020-06-04 05:00:00,3202.524000000001,21.0,1.7,92.0,0.0,0.0,1,1,77,4,5,0,0
4158,3,2020-06-04 06:00:00,3249.828,20.7,2.2,93.0,0.1,0.0,1,1,78,4,6,0,0
4159,3,2020-06-04 07:00:00,3266.3520000000008,20.4,2.7,93.0,0.0,0.0,1,1,79,4,7,0,0
4160,3,2020-06-04 08:00:00,3287.52,20.2,2.0,96.0,0.0,0.0,1,1,80,4,8,0,0
4161,3,2020-06-04 09:00:00,3315.816,21.5,1.6,90.0,0.1,0.1,1,1,81,4,9,0,0
4162,3,2020-06-04 10:00:00,3328.236,22.4,1.9,83.0,0.0,0.3,1,1,82,4,10,0,0
4163,3,2020-06-04 11:00:00,3282.336,24.2,2.6,74.0,0.0,0.9,1,1,83,4,11,0,0
4164,3,2020-06-04 12:00:00,3298.1040000000007,25.9,3.2,71.0,0.0,1.0,1,1,84,4,12,0,0
4165,3,2020-06-04 13:00:00,3370.248,26.6,3.4,65.0,0.0,1.0,1,1,85,4,13,0,0
4166,3,2020-06-04 14:00:00,3367.764,26.9,3.7,64.0,0.0,1.0,1,1,86,4,14,0,0
4167,3,2020-06-04 15:00:00,3372.516,26.4,3.3,70.0,0.0,0.8,1,1,87,4,15,0,0
4168,3,2020-06-04 16:00:00,3393.576,24.6,3.1,77.0,0.0,0.2,1,1,88,4,16,0,0
4169,3,2020-06-04 17:00:00,3362.364,24.0,3.5,78.0,0.0,0.0,1,1,89,4,17,0,0
4170,3,2020-06-04 18:00:00,3328.02,22.9,3.1,82.0,0.0,0.3,1,1,90,4,18,0,0
4171,3,2020-06-04 19:00:00,3284.388,21.5,1.9,87.0,0.0,0.0,1,1,91,4,19,0,0
4172,3,2020-06-04 20:00:00,3266.676,21.4,1.0,89.0,0.0,0.0,1,1,92,4,20,0,0
4173,3,2020-06-04 21:00:00,3262.356,21.0,2.6,94.0,0.0,0.0,1,1,93,4,21,0,0
4174,3,2020-06-04 22:00:00,3242.376,20.4,1.9,97.0,0.0,0.0,1,1,94,4,22,0,0
4175,3,2020-06-04 23:00:00,3216.672,20.0,1.6,99.0,0.0,0.0,1,1,95,4,23,0,0
4176,3,2020-06-05 00:00:00,3226.716,19.1,1.7,100.0,0.1,0.0,1,1,96,5,0,0,0
4177,3,2020-06-05 01:00:00,3198.42,19.2,1.2,100.0,0.0,0.0,1,1,97,5,1,0,0
4178,3,2020-06-05 02:00:00,3202.2,18.9,1.6,99.0,0.0,0.0,1,1,98,5,2,0,0
4179,3,2020-06-05 03:00:00,3221.9640000000004,18.6,1.5,100.0,0.0,0.0,1,1,99,5,3,0,0
4180,3,2020-06-05 04:00:00,3217.1040000000007,18.6,1.4,99.0,0.0,0.0,1,1,100,5,4,0,0
4181,3,2020-06-05 05:00:00,3202.632,18.7,1.1,98.0,0.0,0.0,1,1,101,5,5,0,0
4182,3,2020-06-05 06:00:00,3243.888,18.8,0.9,97.0,0.0,0.0,1,1,102,5,6,0,0
4183,3,2020-06-05 07:00:00,3268.728,18.8,1.1,95.0,0.0,0.0,1,1,103,5,7,0,0
4184,3,2020-06-05 08:00:00,3315.276,19.1,1.7,94.0,0.0,0.0,1,1,104,5,8,0,0
4185,3,2020-06-05 09:00:00,3328.452,19.6,1.4,90.0,0.0,0.0,1,1,105,5,9,0,0
4186,3,2020-06-05 10:00:00,3368.4120000000007,20.6,0.8,86.0,0.0,0.0,1,1,106,5,10,0,0
4187,3,2020-06-05 11:00:00,3272.4,22.3,1.3,77.0,0.0,0.5,1,1,107,5,11,0,0
4188,3,2020-06-05 12:00:00,3305.988,24.0,1.7,68.0,0.0,1.0,1,1,108,5,12,0,0
4189,3,2020-06-05 13:00:00,3356.9640000000004,24.9,1.3,62.0,0.0,1.0,1,1,109,5,13,0,0
4190,3,2020-06-05 14:00:00,3375.476471,26.2,1.9,57.0,0.0,1.0,1,1,110,5,14,0,0
4191,3,2020-06-05 15:00:00,3251.448,26.9,2.4,58.0,0.0,1.0,1,1,111,5,15,0,0
4192,3,2020-06-05 16:00:00,3288.384,27.6,1.6,60.0,0.0,1.0,1,1,112,5,16,0,0
4193,3,2020-06-05 17:00:00,3337.308,26.2,3.3,67.0,0.0,1.0,1,1,113,5,17,0,0
4194,3,2020-06-05 18:00:00,3268.4040000000005,25.6,3.2,68.0,0.0,1.0,1,1,114,5,18,0,0
4195,3,2020-06-05 19:00:00,3207.6,24.0,2.9,70.0,0.0,0.0,1,1,115,5,19,0,0
4196,3,2020-06-05 20:00:00,3228.228,22.2,1.9,75.0,0.0,0.0,1,1,116,5,20,0,0
4197,3,2020-06-05 21:00:00,3230.0640000000008,20.0,2.4,85.0,0.0,0.0,1,1,117,5,21,0,0
4198,3,2020-06-05 22:00:00,3209.112,19.0,2.2,91.0,0.0,0.0,1,1,118,5,22,0,0
4199,3,2020-06-05 23:00:00,3214.836,18.6,0.7,91.0,0.0,0.0,1,1,119,5,23,0,0
4200,3,2020-06-06 00:00:00,3220.02,18.3,1.1,91.0,0.0,0.0,1,1,120,6,0,0,1
4201,3,2020-06-06 01:00:00,3188.268,18.0,0.8,91.0,0.0,0.0,1,1,121,6,1,0,1
4202,3,2020-06-06 02:00:00,3185.3520000000008,17.6,0.5,95.0,0.0,0.0,1,1,122,6,2,0,1
4203,3,2020-06-06 03:00:00,3191.184,17.4,0.3,95.0,0.0,0.0,1,1,123,6,3,0,1
4204,3,2020-06-06 04:00:00,3187.188,17.1,0.0,95.0,0.0,0.0,1,1,124,6,4,0,1
4205,3,2020-06-06 05:00:00,3181.896,16.7,0.7,96.0,0.0,0.0,1,1,125,6,5,0,1
4206,3,2020-06-06 06:00:00,3181.14,17.1,0.3,97.0,0.0,0.0,1,1,126,6,6,0,1
4207,3,2020-06-06 07:00:00,3182.436,19.0,0.6,91.0,0.0,0.1,1,1,127,6,7,0,1
4208,3,2020-06-06 08:00:00,3179.52,22.7,1.5,75.0,0.0,1.0,1,1,128,6,8,0,1
4209,3,2020-06-06 09:00:00,3199.824,24.7,3.0,65.0,0.0,1.0,1,1,129,6,9,0,1
4210,3,2020-06-06 10:00:00,3218.724,26.4,2.4,61.0,0.0,1.0,1,1,130,6,10,0,1
4211,3,2020-06-06 11:00:00,3223.476,26.5,1.9,60.0,0.0,0.7,1,1,131,6,11,0,1
4212,3,2020-06-06 12:00:00,3209.22,28.3,1.6,54.0,0.0,0.6,1,1,132,6,12,0,1
4213,3,2020-06-06 13:00:00,3224.232,28.8,2.0,52.0,0.0,1.0,1,1,133,6,13,0,1
4214,3,2020-06-06 14:00:00,3235.4640000000004,29.0,1.7,51.0,0.0,0.9,1,1,134,6,14,0,1
4215,3,2020-06-06 15:00:00,3231.792,29.6,1.6,47.0,0.0,0.9,1,1,135,6,15,0,1
4216,3,2020-06-06 16:00:00,3222.504000000001,29.3,2.9,54.0,0.0,0.8,1,1,136,6,16,0,1
4217,3,2020-06-06 17:00:00,3213.432,27.8,4.2,60.0,0.0,1.0,1,1,137,6,17,0,1
4218,3,2020-06-06 18:00:00,3231.252,26.7,2.7,61.0,0.0,0.7,1,1,138,6,18,0,1
4219,3,2020-06-06 19:00:00,3233.736,25.6,2.5,63.0,0.0,0.0,1,1,139,6,19,0,1
4220,3,2020-06-06 20:00:00,3221.64,23.0,2.8,73.0,0.0,0.0,1,1,140,6,20,0,1
4221,3,2020-06-06 21:00:00,3207.168,22.5,1.7,73.0,0.0,0.0,1,1,141,6,21,0,1
4222,3,2020-06-06 22:00:00,3216.888,22.2,2.0,75.0,0.0,0.0,1,1,142,6,22,0,1
4223,3,2020-06-06 23:00:00,3215.592,21.3,2.2,79.0,0.0,0.0,1,1,143,6,23,0,1
4224,3,2020-06-07 00:00:00,3202.524000000001,20.3,1.4,84.0,0.0,0.0,1,1,144,0,0,0,1
4225,3,2020-06-07 01:00:00,3195.072,19.8,1.0,88.0,0.0,0.0,1,1,145,0,1,0,1
4226,3,2020-06-07 02:00:00,3211.5959999999995,18.9,1.1,91.0,0.0,0.0,1,1,146,0,2,0,1
4227,3,2020-06-07 03:00:00,3213.108,19.0,0.3,91.0,0.0,0.0,1,1,147,0,3,0,1
4228,3,2020-06-07 04:00:00,3201.66,18.1,0.8,94.0,0.0,0.0,1,1,148,0,4,0,1
4229,3,2020-06-07 05:00:00,3209.004000000001,18.2,2.6,92.0,0.0,0.0,1,1,149,0,5,0,1
4230,3,2020-06-07 06:00:00,3205.116,18.5,0.8,93.0,0.0,0.0,1,1,150,0,6,0,1
4231,3,2020-06-07 07:00:00,3207.06,18.8,0.9,91.0,0.0,0.0,1,1,151,0,7,0,1
4232,3,2020-06-07 08:00:00,3211.38,19.7,0.9,86.0,0.0,0.1,1,1,152,0,8,0,1
4233,3,2020-06-07 09:00:00,3206.628,20.2,1.5,85.0,0.0,0.0,1,1,153,0,9,0,1
4234,3,2020-06-07 10:00:00,3199.284,20.9,1.4,82.0,0.0,0.0,1,1,154,0,10,0,1
4235,3,2020-06-07 11:00:00,3204.036,22.2,2.5,76.0,0.0,0.3,1,1,155,0,11,0,1
4236,3,2020-06-07 12:00:00,3201.12,24.9,2.6,68.0,0.0,1.0,1,1,156,0,12,0,1
4237,3,2020-06-07 13:00:00,3209.76,25.2,2.4,63.0,0.0,0.9,1,1,157,0,13,0,1
4238,3,2020-06-07 14:00:00,3218.94,26.6,2.4,58.0,0.0,1.0,1,1,158,0,14,0,1
4239,3,2020-06-07 15:00:00,3226.716,27.4,1.7,55.0,0.0,1.0,1,1,159,0,15,0,1
4240,3,2020-06-07 16:00:00,3222.504000000001,28.1,2.7,53.0,0.0,1.0,1,1,160,0,16,0,1
4241,3,2020-06-07 17:00:00,3226.5,26.5,4.1,65.0,0.0,1.0,1,1,161,0,17,0,1
4242,3,2020-06-07 18:00:00,3233.304,24.8,3.7,72.0,0.0,1.0,1,1,162,0,18,0,1
4243,3,2020-06-07 19:00:00,3230.496,22.7,2.8,78.0,0.0,0.9,1,1,163,0,19,0,1
4244,3,2020-06-07 20:00:00,3236.22,21.3,1.5,82.0,0.0,0.0,1,1,164,0,20,0,1
4245,3,2020-06-07 21:00:00,3207.276,20.0,1.9,91.0,0.0,0.0,1,1,165,0,21,0,1
4246,3,2020-06-07 22:00:00,3207.06,19.2,0.8,94.0,0.0,0.0,1,1,166,0,22,0,1
4247,3,2020-06-07 23:00:00,3203.928,18.7,1.2,97.0,0.0,0.0,1,1,167,0,23,0,1
4248,3,2020-06-08 00:00:00,3185.3520000000008,18.2,1.8,98.0,0.0,0.0,1,1,168,1,0,0,0
4249,3,2020-06-08 01:00:00,3191.832000000001,18.3,1.8,100.0,0.0,0.0,1,1,169,1,1,0,0
4250,3,2020-06-08 02:00:00,3216.672,18.8,1.7,98.0,0.0,0.0,1,1,170,1,2,0,0
4251,3,2020-06-08 03:00:00,3209.112,19.1,0.5,96.0,0.0,0.0,1,1,171,1,3,0,0
4252,3,2020-06-08 04:00:00,3193.236,19.6,1.0,94.0,0.0,0.0,1,1,172,1,4,0,0
