,num,date_time,kWH,C,m/s,wet,mm,hr,non_electric_aircondition,sunlight,time_idx,Week,24Hour,holiday,Weekend
40800,21,2020-06-01 00:00:00,1103.544,17.6,2.5,92.0,0.8,0.0,0,1,0,1,0,0,0
40801,21,2020-06-01 01:00:00,975.24,17.7,2.9,91.0,0.3,0.0,0,1,1,1,1,0,0
40802,21,2020-06-01 02:00:00,902.34,17.5,3.2,91.0,0.0,0.0,0,1,2,1,2,0,0
40803,21,2020-06-01 03:00:00,866.3760000000002,17.1,3.2,91.0,0.0,0.0,0,1,3,1,3,0,0
40804,21,2020-06-01 04:00:00,854.064,17.0,3.3,92.0,0.0,0.0,0,1,4,1,4,0,0
40805,21,2020-06-01 05:00:00,855.0360000000002,16.9,3.4,93.0,0.0,0.0,0,1,5,1,5,0,0
40806,21,2020-06-01 06:00:00,1133.028,16.7,3.4,90.0,0.1,0.0,0,1,6,1,6,0,0
40807,21,2020-06-01 07:00:00,1263.924,16.9,2.3,86.0,0.0,0.1,0,1,7,1,7,0,0
40808,21,2020-06-01 08:00:00,1340.388,17.8,3.3,80.0,0.0,0.3,0,1,8,1,8,0,0
40809,21,2020-06-01 09:00:00,1350.432,19.3,2.1,73.0,0.0,0.7,0,1,9,1,9,0,0
40810,21,2020-06-01 10:00:00,1385.1,20.5,3.4,62.0,0.0,1.0,0,1,10,1,10,0,0
40811,21,2020-06-01 11:00:00,1408.7520000000004,22.1,3.6,52.0,0.0,1.0,0,1,11,1,11,0,0
40812,21,2020-06-01 12:00:00,1361.448,23.1,4.0,49.0,0.0,1.0,0,1,12,1,12,0,0
40813,21,2020-06-01 13:00:00,1360.152,23.1,5.1,42.0,0.0,1.0,0,1,13,1,13,0,0
40814,21,2020-06-01 14:00:00,1276.56,23.6,5.1,39.0,0.0,1.0,0,1,14,1,14,0,0
40815,21,2020-06-01 15:00:00,1273.644,23.8,5.5,40.0,0.0,1.0,0,1,15,1,15,0,0
40816,21,2020-06-01 16:00:00,1338.12,24.4,3.0,39.0,0.0,1.0,0,1,16,1,16,0,0
40817,21,2020-06-01 17:00:00,1459.62,23.6,4.4,41.0,0.0,1.0,0,1,17,1,17,0,0
40818,21,2020-06-01 18:00:00,1485.864,22.7,4.1,42.0,0.0,1.0,0,1,18,1,18,0,0
40819,21,2020-06-01 19:00:00,1548.396,21.3,4.2,44.0,0.0,1.0,0,1,19,1,19,0,0
40820,21,2020-06-01 20:00:00,1620.648,19.8,2.5,51.0,0.0,0.4,0,1,20,1,20,0,0
40821,21,2020-06-01 21:00:00,1526.688,18.6,2.5,55.0,0.0,0.0,0,1,21,1,21,0,0
40822,21,2020-06-01 22:00:00,1402.92,17.9,2.0,62.0,0.0,0.0,0,1,22,1,22,0,0
40823,21,2020-06-01 23:00:00,1257.444,17.2,2.0,68.0,0.0,0.0,0,1,23,1,23,0,0
40824,21,2020-06-02 00:00:00,1078.92,16.6,1.6,74.0,0.0,0.0,0,1,24,2,0,0,0
40825,21,2020-06-02 01:00:00,956.772,16.2,0.8,77.0,0.0,0.0,0,1,25,2,1,0,0
40826,21,2020-06-02 02:00:00,882.576,15.9,1.1,78.0,0.0,0.0,0,1,26,2,2,0,0
40827,21,2020-06-02 03:00:00,848.556,15.7,0.4,78.0,0.0,0.0,0,1,27,2,3,0,0
40828,21,2020-06-02 04:00:00,837.8639999999998,15.5,0.9,79.0,0.0,0.0,0,1,28,2,4,0,0
40829,21,2020-06-02 05:00:00,862.812,14.8,1.3,79.0,0.0,0.0,0,1,29,2,5,0,0
40830,21,2020-06-02 06:00:00,1204.632,15.0,2.2,79.0,0.0,0.0,0,1,30,2,6,0,0
40831,21,2020-06-02 07:00:00,1360.8,15.5,1.4,77.0,0.0,0.0,0,1,31,2,7,0,0
40832,21,2020-06-02 08:00:00,1447.632,16.0,2.2,75.0,0.0,0.0,0,1,32,2,8,0,0
40833,21,2020-06-02 09:00:00,1445.04,16.9,2.5,71.0,0.0,0.0,0,1,33,2,9,0,0
40834,21,2020-06-02 10:00:00,1444.392,17.3,2.5,65.0,0.0,0.0,0,1,34,2,10,0,0
40835,21,2020-06-02 11:00:00,1488.78,17.5,2.6,70.0,0.0,0.0,0,1,35,2,11,0,0
40836,21,2020-06-02 12:00:00,1481.328,16.3,2.9,80.0,1.9,0.0,0,1,36,2,12,0,0
40837,21,2020-06-02 13:00:00,1408.7520000000004,17.5,2.2,68.0,0.0,0.0,0,1,37,2,13,0,0
40838,21,2020-06-02 14:00:00,1342.98,20.4,3.1,51.0,0.0,0.1,0,1,38,2,14,0,0
40839,21,2020-06-02 15:00:00,1324.188,20.9,2.2,48.0,0.0,0.0,0,1,39,2,15,0,0
40840,21,2020-06-02 16:00:00,1418.4720000000002,21.7,2.5,46.0,0.0,0.1,0,1,40,2,16,0,0
40841,21,2020-06-02 17:00:00,1564.92,21.2,3.3,55.0,0.0,0.0,0,1,41,2,17,0,0
40842,21,2020-06-02 18:00:00,1658.556,20.6,2.4,58.0,0.0,0.0,0,1,42,2,18,0,0
40843,21,2020-06-02 19:00:00,1667.9520000000002,20.3,2.9,61.0,0.0,0.0,0,1,43,2,19,0,0
40844,21,2020-06-02 20:00:00,1662.12,19.9,3.1,65.0,0.0,0.0,0,1,44,2,20,0,0
40845,21,2020-06-02 21:00:00,1577.88,19.6,2.7,70.0,0.0,0.0,0,1,45,2,21,0,0
40846,21,2020-06-02 22:00:00,1432.7279999999996,19.3,2.2,74.0,0.0,0.0,0,1,46,2,22,0,0
40847,21,2020-06-02 23:00:00,1248.372,19.0,1.7,79.0,0.0,0.0,0,1,47,2,23,0,0
