,num,date_time,kWH,C,m/s,wet,mm,hr,non_electric_aircondition,sunlight,time_idx,Week,24Hour,holiday,Weekend
79560,40,2020-06-01 00:00:00,1897.983,19.9,1.4,83.0,0.0,0.0,1,1,0,1,0,0,0
79561,40,2020-06-01 01:00:00,1820.556,19.3,0.9,89.0,0.0,0.0,1,1,1,1,1,0,0
79562,40,2020-06-01 02:00:00,1611.342,18.5,0.7,94.0,0.2,0.0,1,1,2,1,2,0,0
79563,40,2020-06-01 03:00:00,1247.211,18.5,0.3,96.0,0.4,0.0,1,1,3,1,3,0,0
79564,40,2020-06-01 04:00:00,1173.177,18.6,1.5,95.0,0.0,0.0,1,1,4,1,4,0,0
79565,40,2020-06-01 05:00:00,1159.866,18.5,1.1,92.0,0.0,0.0,1,1,5,1,5,0,0
79566,40,2020-06-01 06:00:00,1507.4487789999996,18.3,1.3,95.0,0.0,0.0,1,1,6,1,6,0,0
79567,40,2020-06-01 07:00:00,1383.759,18.6,1.5,89.0,0.0,0.0,1,1,7,1,7,0,0
79568,40,2020-06-01 08:00:00,1093.761,19.5,1.9,81.0,0.0,0.2,1,1,8,1,8,0,0
79569,40,2020-06-01 09:00:00,2389.590818,20.7,3.0,68.0,0.0,1.0,1,1,9,1,9,0,0
79570,40,2020-06-01 10:00:00,3032.973,21.9,3.1,61.0,0.0,1.0,1,1,10,1,10,0,0
79571,40,2020-06-01 11:00:00,3380.22,23.2,3.4,50.0,0.0,1.0,1,1,11,1,11,0,0
79572,40,2020-06-01 12:00:00,3330.344215,24.4,2.9,45.0,0.0,1.0,1,1,12,1,12,0,0
79573,40,2020-06-01 13:00:00,3350.102618,25.3,4.1,38.0,0.0,1.0,1,1,13,1,13,0,0
79574,40,2020-06-01 14:00:00,3370.582671,26.1,3.4,36.0,0.0,1.0,1,1,14,1,14,0,0
79575,40,2020-06-01 15:00:00,3302.811,26.1,3.3,35.0,0.0,1.0,1,1,15,1,15,0,0
79576,40,2020-06-01 16:00:00,3685.470321,26.1,2.1,36.0,0.0,1.0,1,1,16,1,16,0,0
79577,40,2020-06-01 17:00:00,3724.857,25.3,3.2,34.0,0.0,1.0,1,1,17,1,17,0,0
79578,40,2020-06-01 18:00:00,3341.637,24.6,3.4,31.0,0.0,1.0,1,1,18,1,18,0,0
79579,40,2020-06-01 19:00:00,3044.34,22.7,2.4,32.0,0.0,1.0,1,1,19,1,19,0,0
79580,40,2020-06-01 20:00:00,1637.793,21.2,2.0,41.0,0.0,0.4,1,1,20,1,20,0,0
79581,40,2020-06-01 21:00:00,1025.712,19.7,0.6,46.0,0.0,0.0,1,1,21,1,21,0,0
79582,40,2020-06-01 22:00:00,838.6080000000002,18.7,1.4,53.0,0.0,0.0,1,1,22,1,22,0,0
79583,40,2020-06-01 23:00:00,1860.75,18.0,1.1,60.0,0.0,0.0,1,1,23,1,23,0,0
79584,40,2020-06-02 00:00:00,1896.372,16.3,1.2,66.0,0.0,0.0,1,1,24,2,0,0,0
79585,40,2020-06-02 01:00:00,1811.961,16.2,1.2,72.0,0.0,0.0,1,1,25,2,1,0,0
79586,40,2020-06-02 02:00:00,1728.6570000000004,16.3,0.7,77.0,0.0,0.0,1,1,26,2,2,0,0
79587,40,2020-06-02 03:00:00,1461.645,16.1,0.4,78.0,0.0,0.0,1,1,27,2,3,0,0
79588,40,2020-06-02 04:00:00,1181.583,15.7,0.8,78.0,0.0,0.0,1,1,28,2,4,0,0
79589,40,2020-06-02 05:00:00,1192.167,15.2,0.4,80.0,0.0,0.0,1,1,29,2,5,0,0
79590,40,2020-06-02 06:00:00,958.464,15.1,0.1,80.0,0.0,0.0,1,1,30,2,6,0,0
79591,40,2020-06-02 07:00:00,898.938,16.4,0.9,76.0,0.0,0.3,1,1,31,2,7,0,0
79592,40,2020-06-02 08:00:00,1158.93,17.4,0.7,73.0,0.0,0.2,1,1,32,2,8,0,0
79593,40,2020-06-02 09:00:00,2355.591706,19.4,1.1,62.0,0.0,0.5,1,1,33,2,9,0,0
79594,40,2020-06-02 10:00:00,3056.778,20.6,0.7,58.0,0.0,0.0,1,1,34,2,10,0,0
79595,40,2020-06-02 11:00:00,3305.547,22.0,0.5,48.0,0.0,0.1,1,1,35,2,11,0,0
79596,40,2020-06-02 12:00:00,3318.6750420000008,22.2,1.5,54.0,0.0,0.1,1,1,36,2,12,0,0
79597,40,2020-06-02 13:00:00,3383.471782,21.5,1.8,50.0,0.0,0.1,1,1,37,2,13,0,0
79598,40,2020-06-02 14:00:00,3632.4,20.5,2.4,61.0,0.0,0.0,1,1,38,2,14,0,0
79599,40,2020-06-02 15:00:00,3645.198,23.0,2.3,37.0,0.0,0.3,1,1,39,2,15,0,0
79600,40,2020-06-02 16:00:00,3704.841,22.9,1.1,42.0,0.0,0.2,1,1,40,2,16,0,0
79601,40,2020-06-02 17:00:00,3655.359,23.0,1.4,44.0,0.0,0.0,1,1,41,2,17,0,0
