,num,date_time,kWH,C,m/s,wet,mm,hr,non_electric_aircondition,sunlight,time_idx,Week,24Hour,holiday,Weekend
22440,12,2020-06-01 00:00:00,441.072,17.1,2.6,94.0,0.1,0.0,1,1,0,1,0,0,0
22441,12,2020-06-01 01:00:00,486.864,17.0,5.7,94.0,0.0,0.0,1,1,1,1,1,0,0
22442,12,2020-06-01 02:00:00,519.264,16.4,5.4,95.0,0.0,0.0,1,1,2,1,2,0,0
22443,12,2020-06-01 03:00:00,483.84,16.4,3.9,96.0,0.0,0.0,1,1,3,1,3,0,0
22444,12,2020-06-01 04:00:00,399.6,16.3,5.3,96.0,0.0,0.0,1,1,4,1,4,0,0
22445,12,2020-06-01 05:00:00,412.56,16.0,5.2,97.0,0.4,0.0,1,1,5,1,5,0,0
22446,12,2020-06-01 06:00:00,440.208,15.9,3.7,96.0,0.0,0.0,1,1,6,1,6,0,0
22447,12,2020-06-01 07:00:00,573.264,16.1,3.0,96.0,0.0,0.7,1,1,7,1,7,0,0
22448,12,2020-06-01 08:00:00,771.552,17.0,3.6,87.0,0.0,1.0,1,1,8,1,8,0,0
22449,12,2020-06-01 09:00:00,1240.704,18.0,2.8,77.0,0.0,1.0,1,1,9,1,9,0,0
22450,12,2020-06-01 10:00:00,2158.704,18.4,3.5,70.0,0.0,1.0,1,1,10,1,10,0,0
22451,12,2020-06-01 11:00:00,2249.424,19.1,3.5,67.0,0.0,1.0,1,1,11,1,11,0,0
22452,12,2020-06-01 12:00:00,2204.928,19.2,5.5,62.0,0.0,1.0,1,1,12,1,12,0,0
22453,12,2020-06-01 13:00:00,2190.672,19.8,3.4,59.0,0.0,1.0,1,1,13,1,13,0,0
22454,12,2020-06-01 14:00:00,2169.504,19.7,4.9,59.0,0.0,1.0,1,1,14,1,14,0,0
22455,12,2020-06-01 15:00:00,2166.48,20.0,5.4,56.0,0.0,1.0,1,1,15,1,15,0,0
22456,12,2020-06-01 16:00:00,2172.096,19.5,5.3,59.0,0.0,1.0,1,1,16,1,16,0,0
22457,12,2020-06-01 17:00:00,2171.232,19.4,6.0,60.0,0.0,1.0,1,1,17,1,17,0,0
22458,12,2020-06-01 18:00:00,2153.088,19.1,4.4,64.0,0.0,1.0,1,1,18,1,18,0,0
22459,12,2020-06-01 19:00:00,2033.856,18.3,3.3,64.0,0.0,1.0,1,1,19,1,19,0,0
22460,12,2020-06-01 20:00:00,1819.152,17.1,4.2,75.0,0.0,0.6,1,1,20,1,20,0,0
22461,12,2020-06-01 21:00:00,773.28,16.1,2.8,84.0,0.0,0.0,1,1,21,1,21,0,0
22462,12,2020-06-01 22:00:00,643.68,15.5,2.6,90.0,0.0,0.0,1,1,22,1,22,0,0
22463,12,2020-06-01 23:00:00,517.104,15.0,2.4,91.0,0.0,0.0,1,1,23,1,23,0,0
22464,12,2020-06-02 00:00:00,400.032,14.6,1.4,92.0,0.0,0.0,1,1,24,2,0,0,0
22465,12,2020-06-02 01:00:00,450.144,14.3,1.9,92.0,0.0,0.0,1,1,25,2,1,0,0
22466,12,2020-06-02 02:00:00,479.088,14.2,2.8,92.0,0.0,0.0,1,1,26,2,2,0,0
22467,12,2020-06-02 03:00:00,482.112,14.0,1.3,93.0,0.0,0.0,1,1,27,2,3,0,0
22468,12,2020-06-02 04:00:00,400.032,14.1,2.2,92.0,0.0,0.0,1,1,28,2,4,0,0
22469,12,2020-06-02 05:00:00,397.872,14.0,1.2,88.0,0.0,0.0,1,1,29,2,5,0,0
22470,12,2020-06-02 06:00:00,433.296,14.4,1.6,84.0,0.0,0.0,1,1,30,2,6,0,0
22471,12,2020-06-02 07:00:00,556.4159999999998,15.0,2.1,79.0,0.0,0.0,1,1,31,2,7,0,0
22472,12,2020-06-02 08:00:00,745.2,15.6,1.6,75.0,0.0,0.0,1,1,32,2,8,0,0
22473,12,2020-06-02 09:00:00,1241.568,16.2,0.7,80.0,0.0,0.0,1,1,33,2,9,0,0
